Match_ID;Date;HomeTeam;AwayTeam;Home Team Goals;Away Team Goals;Match Result;Referee;Home Team Shots;Away Team Shots;Home Team Shots on Target;Away Team Shots on Target;Home Fouls Committed;Away Fouls Committed;Home Corners;Away Cornners;Home Yellow Cards;Away Yellow Cards;Home Red Cards;Away Red Cards;B365 Home;B365 Draw;B365 Away;Bet&Win Home;Bet&Win Draw;Bet&Win Away;Interwetten Home;Iterwetten Draw;Interwetten Away;William Hill Home;William Hill Draw;William Hill Away;VC Bet Home;VC Bet Draw;VC Bet Away;Betbrain Numbers of bookmakers 1X2;Betbrain Maximum Home;Betbrain Average Home;Betbrain Maximum Draw;Betbrain Average Draw;Betbrain Maximum Away;Betbrain Average Away;Betbrain Numbers of bookmakers Goals;Betbrain Max > 2.5 Goals;Betbrain Average > 2.5 Goals;Betbrain Max < 2.5 Goals;Betbrain Average < 2.5 Goals
771;21.08.2010;Arsenal;Blackpool;6;0;H;M Jones;26;3;16;1;9;3;8;2;0;0;0;1;1.17;7;19;1.16;6.5;15.5;1.17;5.8;13;1.17;7;17;1.18;7;17;37;1.18;1.16;8.51;6.86;23;17.04;24;1.45;1.42;2.89;2.69
772;21.08.2010;Birmingham;Blackburn;2;1;H;M Oliver;10;7;7;2;13;14;4;12;2;3;0;0;2.2;3.25;3.4;2.2;3.1;3.3;2.3;3.2;2.8;2.3;3.2;3.1;2.3;3.25;3.3;36;2.31;2.25;3.27;3.22;3.7;3.27;28;2.52;2.27;1.7;1.59
773;21.08.2010;Everton;Wolves;1;1;D;L Mason;14;9;6;4;18;15;3;3;1;2;0;0;1.5;4;7;1.45;4;7;1.5;3.8;5.7;1.5;3.75;7.5;1.53;3.8;8;37;1.53;1.48;4.39;4;8.38;7.3;34;2.05;1.94;1.9;1.81
774;21.08.2010;Stoke;Tottenham;1;2;A;C Foy;15;7;10;6;15;4;6;2;3;1;0;0;3.4;3.3;2.2;3.3;3.2;2.15;3.2;3.2;2.1;3.3;3.2;2.25;3.4;3.2;2.25;36;3.4;3.27;3.4;3.23;2.43;2.24;30;2.35;2.18;1.7;1.64
775;21.08.2010;West Brom;Sunderland;1;0;H;K Friend;11;10;5;4;16;12;4;6;2;2;0;0;2.5;3.25;2.88;2.45;3.2;2.75;2.4;3.2;2.7;2.5;3.1;2.9;2.4;3.25;3;37;2.54;2.46;3.35;3.24;3.12;2.87;31;2.2;2.11;1.76;1.69
776;21.08.2010;West Ham;Bolton;1;3;A;A Marriner;17;12;10;8;11;18;8;5;2;4;0;0;2.25;3.3;3.25;2.15;3.25;3.25;2.2;3.3;2.9;2.25;3.2;3.3;2.3;3.25;3.3;36;2.3;2.22;3.4;3.27;3.66;3.26;32;2.06;1.99;1.88;1.77
777;21.08.2010;Wigan;Chelsea;0;6;A;M Dean;17;10;12;8;12;7;0;0;1;2;0;0;15;6;1.22;12.5;5.5;1.22;9;4.9;1.28;12;5.5;1.25;15;6;1.22;37;15;13.11;6.15;5.55;1.28;1.24;25;1.68;1.61;2.38;2.2
778;22.08.2010;Fulham;Man United;2;2;D;P Walton;16;14;8;7;7;6;5;11;2;2;0;0;6;4;1.57;6.25;3.8;1.53;5.4;3.7;1.55;6;3.6;1.62;6;3.8;1.62;36;6.9;6.1;4.11;3.81;1.62;1.57;32;2.1;1.94;1.92;1.82
779;22.08.2010;Newcastle;Aston Villa;6;0;H;M Atkinson;20;3;14;1;15;12;10;2;3;1;0;0;3.2;3.25;2.3;2.85;3.25;2.35;2.8;3.2;2.3;3.1;3.1;2.4;3;3.3;2.4;36;3.3;3.04;3.31;3.25;2.47;2.34;29;2.22;2.11;1.75;1.69
780;23.08.2010;Man City;Liverpool;3;0;H;P Dowd;8;13;3;7;13;12;5;4;1;1;0;0;2.38;3.25;3.1;2.25;3.2;3.05;2.4;3.2;2.7;2.4;3.1;3.1;2.38;3.2;3.2;35;2.4;2.33;3.27;3.22;3.42;3.11;29;2.38;2.2;1.7;1.62
781;28.08.2010;Blackburn;Arsenal;1;2;A;C Foy;15;14;7;9;9;7;4;8;1;0;0;0;6;4;1.57;6;3.75;1.55;5;3.6;1.6;6;3.8;1.57;5.5;3.8;1.67;37;6;5.66;4.04;3.76;1.67;1.61;35;1.9;1.81;2.04;1.95
782;28.08.2010;Blackpool;Fulham;2;2;D;M Oliver;14;12;5;7;13;16;4;5;1;0;0;0;3.2;3.25;2.3;2.95;3.3;2.3;2.7;3.2;2.4;3.2;3.2;2.3;3.12;3.3;2.3;38;3.25;3.07;3.5;3.31;2.4;2.29;35;2.01;1.95;1.96;1.82
783;28.08.2010;Chelsea;Stoke;2;0;H;M Atkinson;15;9;6;3;5;10;6;1;0;2;0;0;1.11;9;23;1.1;8.25;20;1.12;7;14;1.1;9.5;21;1.11;8.5;29;38;1.13;1.11;10.61;8.3;30;23.36;28;1.42;1.35;3.25;2.99
784;28.08.2010;Man United;West Ham;3;0;H;M Clattenburg;18;7;11;2;6;11;9;3;1;2;0;0;1.14;8;19;1.12;7.5;18.5;1.17;5.8;13;1.12;8;21;1.14;7.5;23;37;1.17;1.14;11;7.43;26;20.05;28;1.5;1.41;3;2.73
785;28.08.2010;Tottenham;Wigan;0;1;A;P Dowd;12;13;7;5;10;11;16;7;3;2;0;0;1.25;5.75;13;1.22;5.75;11.5;1.25;5;10;1.25;5.5;12;1.25;6;13;37;1.27;1.24;6.46;5.65;14;12.39;25;1.55;1.5;2.63;2.48
786;28.08.2010;Wolves;Newcastle;1;1;D;S Attwell;5;11;2;6;20;17;5;3;7;4;0;0;2.4;3.2;3.1;2.35;3.25;2.85;2.4;3.2;2.7;2.4;3.2;3;2.5;3.2;3;36;2.5;2.4;3.3;3.24;3.24;2.97;31;2.28;2.16;1.75;1.66
787;29.08.2010;Aston Villa;Everton;1;0;H;M Jones;12;15;6;9;19;10;4;16;4;0;0;0;2.5;3.25;2.88;2.45;3.2;2.8;2.4;3.2;2.7;2.5;3.2;2.88;2.6;3.25;2.75;38;2.71;2.52;3.3;3.22;3;2.8;32;2.18;2.07;1.8;1.71
788;29.08.2010;Bolton;Birmingham;2;2;D;K Friend;11;9;8;5;19;17;6;1;2;3;1;0;2.1;3.3;3.6;2.05;3.3;3.45;2.2;3.2;3;2.1;3.2;3.6;2.15;3.3;3.5;36;2.2;2.09;3.4;3.27;3.9;3.52;29;2.31;2.12;1.8;1.67
789;29.08.2010;Liverpool;West Brom;1;0;H;L Probert;11;14;7;5;9;8;7;6;0;0;0;1;1.22;6;15;1.22;5.5;12.5;1.2;5.5;12;1.2;6;15;1.25;5.5;15;39;1.26;1.22;6.35;5.79;16;13.58;30;1.64;1.58;2.42;2.28
790;29.08.2010;Sunderland;Man City;1;0;H;M Dean;12;9;4;7;5;9;3;7;0;3;0;0;4.5;3.5;1.83;4.25;3.6;1.75;3.7;3.3;1.9;4.2;3.5;1.83;4.4;3.5;1.83;38;4.75;4.31;3.71;3.47;1.91;1.84;33;2.09;1.99;1.86;1.77
791;11.09.2010;Arsenal;Bolton;4;1;H;S Attwell;23;7;14;6;11;11;9;6;2;2;0;1;1.25;5.5;13;1.2;5.75;13.5;1.2;5.5;12;1.2;6;15;1.25;5.5;15;30;1.29;1.24;6.1;5.56;15.01;12.9;20;1.53;1.49;2.65;2.51
792;11.09.2010;Everton;Man United;3;3;D;M Atkinson;23;13;14;8;11;18;7;5;1;1;0;0;4.2;3.4;1.91;4.25;3.4;1.8;3.8;3.4;1.85;4.2;3.3;1.91;4.4;3.4;1.85;29;4.5;4.21;3.58;3.39;1.97;1.89;29;2.09;1.99;1.86;1.78
793;11.09.2010;Fulham;Wolves;2;1;H;P Dowd;13;4;6;2;9;17;6;6;3;6;0;1;1.83;3.5;4.5;1.75;3.4;4.6;1.8;3.4;4;1.83;3.4;4.5;1.83;3.5;4.6;29;1.92;1.83;3.59;3.41;4.8;4.54;24;2.25;2.07;1.75;1.72
794;11.09.2010;Man City;Blackburn;1;1;D;M Clattenburg;20;4;14;2;12;10;14;2;2;1;0;0;1.33;5;10;1.3;5;9;1.35;4.5;7.3;1.33;5;9;1.33;5;11;30;1.38;1.34;5.2;4.7;11;9.71;24;1.75;1.67;2.25;2.13
795;11.09.2010;Newcastle;Blackpool;0;2;A;L Mason;16;7;13;4;15;14;3;2;2;3;0;0;1.57;4;6;1.53;4.1;5.5;1.6;3.6;5;1.57;4;5.5;1.57;4;6;31;1.62;1.56;4.28;3.89;6.66;6.03;25;1.75;1.69;2.28;2.11
796;11.09.2010;West Brom;Tottenham;1;1;D;H Webb;15;16;8;9;12;9;9;4;2;1;0;0;3.75;3.25;2.1;3.75;3.3;1.95;3.3;3.3;2;3.5;3.4;2.05;3.8;3.3;2.05;29;3.83;3.61;3.45;3.33;2.18;2.07;28;2.03;1.94;1.94;1.83
797;11.09.2010;West Ham;Chelsea;1;3;A;C Foy;13;17;7;9;13;10;1;5;2;2;0;0;10;5;1.33;9;5;1.3;7.3;4.5;1.35;9;5;1.33;11;5;1.33;29;11;9.84;5.65;4.92;1.34;1.32;20;1.6;1.54;2.5;2.38
798;11.09.2010;Wigan;Sunderland;1;1;D;A Marriner;17;4;4;2;19;11;5;1;4;2;0;1;2.5;3.25;2.88;2.4;3.2;2.85;2.3;3.2;2.8;2.5;3.25;2.8;2.5;3.3;2.88;30;2.55;2.46;3.4;3.25;3.08;2.87;24;2.2;2.1;1.76;1.69
799;12.09.2010;Birmingham;Liverpool;0;0;D;M Halsey;15;14;3;8;8;9;4;3;1;0;0;0;3.1;3.2;2.4;3.25;3.25;2.15;2.8;3.2;2.3;3.3;3.25;2.2;3.2;3.2;2.38;29;3.31;3.12;3.3;3.22;2.45;2.32;24;2.34;2.2;1.7;1.63
800;13.09.2010;Stoke;Aston Villa;2;1;H;L Probert;20;10;12;6;11;14;8;7;1;2;0;0;2.5;3.25;2.88;2.5;3.15;2.75;2.55;3.2;2.55;2.5;3.25;2.8;2.6;3.2;2.88;30;2.64;2.47;3.3;3.22;3;2.86;24;2.36;2.21;1.68;1.62
801;18.09.2010;Aston Villa;Bolton;1;1;D;M Dean;13;13;6;7;15;8;8;4;1;2;0;0;1.8;3.6;4.5;1.8;3.3;4.5;1.8;3.4;4;1.8;3.5;4.5;1.83;3.5;4.75;28;1.83;1.78;3.76;3.49;5.3;4.71;27;1.95;1.89;1.97;1.86
802;18.09.2010;Blackburn;Fulham;1;1;D;A Taylor;9;9;5;4;15;10;3;3;0;1;0;0;2;3.3;4;2;3.3;3.55;2.05;3.2;3.3;2.05;3.3;3.6;2.1;3.3;3.8;29;2.1;2.02;3.4;3.28;4.2;3.82;26;2.25;2.09;1.75;1.7
803;18.09.2010;Everton;Newcastle;0;1;A;A Marriner;6;9;3;4;15;21;3;6;2;3;0;0;1.62;3.75;6;1.6;3.6;5.5;1.7;3.5;4.4;1.62;3.75;5.5;1.62;3.75;6;29;1.65;1.6;3.94;3.69;6.8;5.99;28;1.98;1.86;1.97;1.89
804;18.09.2010;Stoke;West Ham;1;1;D;L Mason;9;13;3;6;14;8;6;3;3;2;0;0;1.91;3.4;4.2;1.95;3.35;3.7;2;3.3;3.3;1.95;3.3;4;1.91;3.6;4.33;29;1.97;1.92;3.55;3.37;4.5;4.14;26;2.16;2.04;1.81;1.74
805;18.09.2010;Sunderland;Arsenal;1;1;D;P Dowd;16;16;5;7;11;13;11;3;2;2;0;1;5.5;3.7;1.67;5.3;3.6;1.62;4.4;3.5;1.7;5.5;3.5;1.67;5.25;3.75;1.67;29;5.94;5.42;4;3.62;1.7;1.66;28;1.86;1.8;2.07;1.97
806;18.09.2010;Tottenham;Wolves;3;1;H;M Jones;20;5;11;2;7;11;5;4;3;3;0;0;1.4;4.5;8.5;1.4;4.25;7.5;1.4;4.1;7;1.44;4.2;8.5;1.44;4.4;8;29;1.5;1.43;4.59;4.23;8.75;7.92;26;1.85;1.75;2.11;2.02
807;18.09.2010;West Brom;Birmingham;3;1;H;C Foy;16;6;10;3;11;8;5;0;1;1;0;0;2.25;3.3;3.25;2.2;3.2;3.15;2.4;3.1;2.8;2.25;3.25;3.2;2.3;3.3;3.25;28;2.38;2.28;3.34;3.23;3.59;3.19;25;2.19;2.08;1.79;1.71
808;19.09.2010;Chelsea;Blackpool;4;0;H;M Clattenburg;27;11;15;4;7;4;9;6;1;2;0;0;1.1;9;26;1.1;8.25;20;1.12;7;14;1.1;9;21;1.1;10;29;29;1.11;1.1;11.8;9.14;33;24.78;22;1.36;1.31;3.75;3.24
809;19.09.2010;Man United;Liverpool;3;2;H;H Webb;16;7;7;1;15;10;6;1;4;1;0;0;1.7;3.5;5.5;1.65;3.6;5;1.75;3.4;4.3;1.67;3.5;5.5;1.73;3.75;5.5;29;1.74;1.7;3.82;3.57;5.7;5.22;27;2.17;2.04;1.79;1.74
810;19.09.2010;Wigan;Man City;0;2;A;L Probert;9;11;3;5;10;14;3;1;1;2;0;0;5;3.6;1.73;5;3.6;1.65;4;3.4;1.8;4.8;3.6;1.73;5;3.5;1.8;29;5.2;4.89;3.75;3.53;1.8;1.74;28;2.01;1.91;1.92;1.84
811;25.09.2010;Arsenal;West Brom;2;3;A;M Oliver;24;7;12;5;15;14;16;4;4;3;0;0;1.22;6;15;1.16;6;18;1.2;5.5;12;1.22;6;13;1.22;6.5;17;31;1.27;1.21;6.85;6.05;17;14.58;22;1.48;1.42;2.75;2.68
812;25.09.2010;Birmingham;Wigan;0;0;D;M Clattenburg;10;17;4;10;12;18;3;7;2;3;1;0;1.83;3.5;4.5;1.8;3.3;4.5;1.85;3.4;3.8;1.83;3.4;4.5;1.83;3.5;4.75;31;1.87;1.81;3.6;3.43;5.15;4.59;29;2.25;2.13;1.75;1.67
813;25.09.2010;Blackpool;Blackburn;1;2;A;M Dean;11;13;8;8;12;11;8;8;2;1;0;0;3.2;3.25;2.3;3.15;3.25;2.2;2.75;3.2;2.35;3;3.2;2.38;3.2;3.3;2.38;31;3.35;3.12;3.4;3.29;2.4;2.28;31;1.93;1.81;2.05;1.95
814;25.09.2010;Fulham;Everton;0;0;D;H Webb;12;15;2;7;15;13;4;5;2;1;0;0;2.75;3.2;2.63;2.55;3.2;2.65;2.5;3.2;2.6;2.7;3.1;2.7;2.75;3.25;2.75;31;2.89;2.68;3.4;3.21;2.8;2.66;29;2.34;2.18;1.73;1.65
815;25.09.2010;Liverpool;Sunderland;2;2;D;S Attwell;13;10;5;1;15;7;3;3;3;1;0;0;1.44;4.33;7.5;1.45;4;7;1.45;3.9;6.5;1.44;4.2;7.5;1.44;4.33;8.5;31;1.5;1.45;4.5;4.09;9.18;7.86;31;2;1.9;1.97;1.85
816;25.09.2010;Man City;Chelsea;1;0;H;A Marriner;8;15;6;4;10;12;3;4;2;3;0;0;3.6;3.3;2.1;3.65;3.25;2;3;3.2;2.2;3.4;3.2;2.2;3.6;3.4;2.15;31;3.65;3.41;3.42;3.29;2.23;2.15;31;2;1.9;1.96;1.85
817;25.09.2010;West Ham;Tottenham;1;0;H;M Atkinson;22;17;15;11;10;11;14;7;2;0;0;0;3.5;3.4;2.1;3.5;3.35;2;3.1;3.3;2.1;3.4;3.4;2.1;3.75;3.4;2.1;31;3.85;3.58;3.56;3.34;2.11;2.07;31;1.99;1.91;1.95;1.84
818;26.09.2010;Bolton;Man United;2;2;D;P Dowd;15;12;9;6;16;18;7;12;1;2;0;0;7.5;4;1.5;7;4;1.45;5.5;3.9;1.5;7;4;1.5;7.5;4.2;1.5;31;8.17;7.11;4.48;4.01;1.53;1.49;29;1.8;1.74;2.15;2.03
819;26.09.2010;Newcastle;Stoke;1;2;A;M Jones;11;8;7;2;8;11;3;4;0;1;0;0;1.91;3.4;4.2;1.9;3.3;3.95;2;3.3;3.3;1.95;3.4;4;1.95;3.5;4;31;2.01;1.94;3.52;3.38;4.23;3.98;27;2.13;2.02;1.81;1.74
820;26.09.2010;Wolves;Aston Villa;1;2;A;M Halsey;14;10;12;8;15;19;5;4;1;2;0;0;2.88;3.25;2.5;2.7;3.2;2.5;2.6;3.2;2.5;2.8;3.1;2.6;2.88;3.3;2.6;31;3.02;2.83;3.4;3.25;2.61;2.5;27;2.18;2.05;1.76;1.72
821;02.10.2010;Birmingham;Everton;0;2;A;P Dowd;6;11;3;6;5;11;6;5;0;0;0;0;2.88;3.1;2.63;2.65;3.1;2.6;2.55;3.2;2.55;2.7;3.1;2.7;2.88;3.25;2.62;31;2.95;2.72;3.3;3.18;2.71;2.63;28;2.34;2.14;1.73;1.67
822;02.10.2010;Stoke;Blackburn;1;0;H;H Webb;18;7;11;4;8;13;8;6;2;3;0;0;2.25;3.2;3.4;2.25;3.1;3.2;2.2;3.2;3;2.3;3.2;3.2;2.3;3.25;3.4;32;2.37;2.26;3.32;3.23;3.42;3.21;28;2.19;2.07;1.79;1.72
823;02.10.2010;Sunderland;Man United;0;0;D;C Foy;14;10;8;4;10;6;10;4;1;2;0;0;5;3.5;1.75;4.2;3.5;1.8;4.4;3.5;1.7;5;3.5;1.73;5;3.6;1.75;32;5.5;4.93;3.66;3.45;1.83;1.75;31;2.05;1.92;1.91;1.84
824;02.10.2010;Tottenham;Aston Villa;2;1;H;M Clattenburg;19;13;10;4;12;19;10;4;1;3;0;0;1.91;3.5;4;1.9;3.45;3.75;1.85;3.4;3.8;1.95;3.4;3.8;1.95;3.5;4;32;2.01;1.96;3.64;3.39;4.13;3.88;31;1.85;1.76;2.09;2.02
825;02.10.2010;West Brom;Bolton;1;1;D;P Walton;17;10;9;5;8;10;7;4;3;2;0;0;2.1;3.25;3.75;2.1;3.25;3.35;2.1;3.2;3.2;2.2;3.2;3.4;2.1;3.4;3.5;32;2.2;2.13;3.48;3.29;3.85;3.44;31;1.94;1.85;2;1.91
826;02.10.2010;West Ham;Fulham;1;1;D;A Marriner;12;17;5;5;15;8;2;3;3;1;0;0;2.25;3.25;3.3;2.25;3.2;3.05;2.3;3.2;2.8;2.38;3.2;3;2.3;3.3;3.25;32;2.35;2.26;3.37;3.24;3.5;3.2;28;2.25;2.09;1.75;1.7
827;02.10.2010;Wigan;Wolves;2;0;H;L Mason;24;2;17;0;9;12;3;3;1;2;0;1;2.25;3.25;3.3;2.15;3.2;3.3;2.1;3.2;3.2;2.25;3.2;3.3;2.3;3.3;3.25;32;2.38;2.27;3.34;3.24;3.51;3.18;28;2.25;2.13;1.73;1.68
828;03.10.2010;Chelsea;Arsenal;2;0;H;M Dean;11;13;6;5;7;12;10;10;1;1;0;0;1.73;3.6;5;1.65;3.75;4.75;1.75;3.4;4.3;1.73;3.75;4.5;1.73;3.75;5;31;1.75;1.7;3.97;3.63;5.5;5.01;30;1.9;1.81;2.09;1.97
829;03.10.2010;Liverpool;Blackpool;1;2;A;M Jones;19;11;10;7;11;10;5;2;2;1;0;0;1.33;5;10;1.3;4.75;9.75;1.27;5;9;1.3;5;11;1.33;5;11;31;1.36;1.32;5.5;4.9;12.3;10.2;21;1.65;1.58;2.38;2.26
830;03.10.2010;Man City;Newcastle;2;1;H;M Atkinson;9;8;5;4;11;13;4;4;3;2;0;0;1.44;4;8.5;1.4;4.4;7.25;1.43;3.9;7;1.4;4.5;8;1.44;4.4;8.5;31;1.48;1.43;4.5;4.2;8.86;7.94;28;1.87;1.76;2.1;2.02
831;16.10.2010;Arsenal;Birmingham;2;1;H;M Atkinson;18;6;13;4;16;9;7;3;2;2;1;0;1.29;5.5;11;1.28;5;9.75;1.33;4.6;7.8;1.33;4.75;10;1.3;5.25;11;31;1.33;1.3;6.02;5.12;12.98;10.21;23;1.53;1.5;2.63;2.5
832;16.10.2010;Aston Villa;Chelsea;0;0;D;L Mason;11;13;5;6;11;11;9;5;4;3;0;0;5;3.6;1.73;5.5;3.9;1.65;4.3;3.4;1.75;5;3.5;1.73;5;3.75;1.73;29;5;4.64;3.7;3.47;1.9;1.78;29;1.93;1.84;2;1.92
833;16.10.2010;Bolton;Stoke;2;1;H;P Walton;11;8;6;3;10;8;5;6;2;2;1;0;2.2;3.2;3.5;2.15;3.25;3.25;2.15;3.1;3.1;2.25;3.2;3.3;2.25;3.3;3.5;32;2.28;2.18;3.38;3.23;3.65;3.38;28;2.12;2.04;1.8;1.74
834;16.10.2010;Fulham;Tottenham;1;2;A;M Dean;11;14;5;6;9;10;4;11;1;1;0;0;2.88;3.25;2.5;3;3.3;2.4;2.7;3.2;2.4;2.88;3.2;2.5;2.88;3.25;2.6;32;3.04;2.84;3.3;3.21;2.6;2.5;30;2.16;2.03;1.83;1.76
835;16.10.2010;Man United;West Brom;2;2;D;M Jones;16;7;9;2;10;7;3;2;1;2;0;0;1.25;5.75;12;1.22;5.75;11;1.25;5;10;1.29;5;11;1.25;6;13;31;1.29;1.26;6;5.56;13;11.54;23;1.53;1.49;2.7;2.52
836;16.10.2010;Newcastle;Wigan;2;2;D;M Halsey;9;8;4;4;13;14;6;3;2;1;0;0;1.83;3.5;4.5;1.75;3.5;4.5;1.8;3.4;4;1.83;3.4;4.5;1.85;3.5;4.4;31;1.9;1.82;3.64;3.44;4.78;4.46;28;2.06;2.01;1.85;1.77
837;16.10.2010;Wolves;West Ham;1;1;D;M Clattenburg;9;9;5;7;10;8;8;3;0;1;0;0;2.25;3.2;3.4;2.15;3.2;3.3;2.25;3.2;2.9;2.25;3.25;3.2;2.3;3.25;3.4;30;2.34;2.24;3.35;3.24;3.46;3.25;27;2.2;2.1;1.75;1.7
838;17.10.2010;Blackpool;Man City;2;3;A;P Dowd;16;13;5;8;9;9;3;9;0;2;0;0;5.5;4;1.62;5.5;3.6;1.6;4.6;3.5;1.65;5.5;3.75;1.62;6;4;1.62;30;6;5.66;4.14;3.81;1.65;1.61;28;1.7;1.66;2.25;2.16
839;17.10.2010;Everton;Liverpool;2;0;H;H Webb;9;15;6;9;10;9;8;7;2;2;0;0;2.4;3.25;3;2.45;3.3;2.95;2.5;3.2;2.6;2.4;3.2;3;2.4;3.12;3.1;31;2.55;2.42;3.3;3.21;3.12;2.95;27;2.35;2.19;1.73;1.64
840;18.10.2010;Blackburn;Sunderland;0;0;D;L Probert;9;16;3;7;12;11;5;3;2;1;1;0;2.1;3.3;3.6;2.05;3.25;3.5;2.1;3.2;3.2;2.15;3.25;3.4;2.1;3.3;3.75;28;2.15;2.08;3.39;3.26;4.01;3.58;28;2.2;2.11;1.74;1.69
841;23.10.2010;Birmingham;Blackpool;2;0;H;A Taylor;17;14;8;6;8;16;9;10;1;1;0;0;1.83;3.6;4.33;1.91;3.4;3.8;1.9;3.3;3.7;1.91;3.4;4;1.91;3.6;4.33;32;1.95;1.85;3.77;3.48;4.7;4.31;29;1.82;1.76;2.11;2.02
842;23.10.2010;Chelsea;Wolves;2;0;H;L Probert;17;12;10;9;8;8;8;8;1;2;0;0;1.13;8.5;19;1.12;7.5;18.5;1.12;7;14;1.14;7;21;1.14;8.5;23;32;1.14;1.13;9.54;7.96;31;20.7;23;1.4;1.37;3.25;2.95
843;23.10.2010;Sunderland;Aston Villa;1;0;H;M Halsey;13;11;6;7;11;13;4;11;1;2;0;0;2.4;3.25;3;2.4;3.2;2.85;2.4;3.2;2.7;2.4;3.1;3.1;2.4;3.25;3.12;32;2.48;2.4;3.3;3.22;3.33;2.99;29;2.28;2.16;1.72;1.67
844;23.10.2010;Tottenham;Everton;1;1;D;M Jones;13;7;8;3;15;14;4;4;3;1;0;0;2.1;3.25;3.75;1.95;3.3;3.75;1.95;3.2;3.6;2.05;3.2;3.8;2.1;3.4;4;32;2.2;2.04;3.48;3.31;4.09;3.71;31;2.07;1.99;1.87;1.79
845;23.10.2010;West Brom;Fulham;2;1;H;K Friend;14;9;7;3;3;8;7;5;0;0;0;0;2.2;3.25;3.4;2.1;3.2;3.4;2.2;3.2;3;2.2;3.2;3.4;2.15;3.3;3.75;32;2.2;2.12;3.43;3.26;3.83;3.51;31;2.12;2.03;1.81;1.76
