Match_ID;Date;HomeTeam;AwayTeam;Home Team Goals;Away Team Goals;Match Result;Referee;Home ex-rank;Home Team Shots;Away ex-rank;Away Team Shots;Home Team Shots on Target;Away Team Shots on Target;Home Fouls Committed;Away Fouls Committed;Home Corners;Away Cornners;Home Yellow Cards;Away Yellow Cards;Home Red Cards;Away Red Cards;B365 Home;B365 Draw;B365 Away;Bet&Win Home;Bet&Win Draw;Bet&Win Away;Interwetten Home;Iterwetten Draw;Interwetten Away;William Hill Home;William Hill Draw;William Hill Away;VC Bet Home;VC Bet Draw;VC Bet Away;Betbrain Numbers of bookmakers 1X2;Betbrain Maximum Home;Betbrain Average Home;Betbrain Maximum Draw;Betbrain Average Draw;Betbrain Maximum Away;Betbrain Average Away;Betbrain Numbers of bookmakers Goals;Betbrain Max > 2.5 Goals;Betbrain Average > 2.5 Goals;Betbrain Max < 2.5 Goals;Betbrain Average < 2.5 Goals
3932;01.12.18;Crystal Palace;Burnley;2;0;H;L Probert;11;29;7;4;9;0;9;10;10;2;1;1;0;0;1.61;3.9;6.5;1.62;3.75;6;1.67;3.8;5.2;1.6;3.75;6.5;1.62;3.9;6.5;38;1.67;1.62;4;3.82;6.66;6.21;35;2.15;2.08;1.8;1.75
3965;15.12.18;Tottenham;Burnley;1;0;H;G Scott;3;15;7;4;3;0;7;8;8;3;0;2;0;0;1.18;8;19;1.18;7.25;16;1.2;7;13;1.15;8;15;1.18;8;21;36;1.2;1.18;8.15;7.45;21;16.85;31;1.48;1.43;2.9;2.77
3972;22.12.18;Arsenal;Burnley;3;1;H;K Friend;6;10;7;7;6;2;10;14;1;3;2;5;0;0;1.25;6.5;15;1.22;6.25;13.5;1.25;6.1;11;1.22;6;15;1.25;6.5;15;36;1.26;1.24;6.75;6.29;15.25;13.63;35;1.5;1.46;2.8;2.67
4006;02.01.19;Huddersfield;Burnley;1;2;A;M Dean;16;9;7;16;2;8;11;9;5;2;0;4;1;1;2.14;3.1;4.2;2.15;3.1;3.8;2.1;3.1;3.85;2.1;3.1;4;2.15;3.13;4.1;36;2.22;2.15;3.2;3.12;4.2;3.92;33;2.57;2.45;1.6;1.55
4027;19.01.19;Watford;Burnley;0;0;D;M Oliver;14;9;7;11;4;3;14;9;1;7;1;2;0;0;1.65;4;5.75;1.62;4;5.5;1.7;3.8;5;1.62;3.9;5.8;1.65;4;6;36;1.7;1.64;4.15;3.95;6;5.54;35;1.9;1.83;2.09;1.99
4034;29.01.19;Man United;Burnley;2;2;D;J Moss;2;28;7;6;9;4;10;9;11;3;1;3;0;0;1.28;6;12;1.26;6;12;1.22;6.5;12.5;1.25;5.8;12;1.29;6;13;36;1.31;1.28;6.5;5.83;13.5;11.77;34;1.6;1.55;2.55;2.45
4052;09.02.19;Brighton;Burnley;1;3;A;S Attwell;15;16;7;9;6;5;8;7;9;3;1;1;0;0;2.05;3.3;4.2;2;3.3;4.1;2;3.2;4.05;2.05;3.3;4;2.05;3.3;4.33;34;2.1;2.04;3.41;3.28;4.33;4.05;33;2.4;2.29;1.7;1.63
4073;26.02.19;Newcastle;Burnley;2;0;H;C Pawson;10;12;7;12;3;2;8;8;4;7;1;3;0;0;2.15;3.3;3.9;2.1;3.3;3.8;2.2;3.1;3.6;2.1;3.2;3.8;2.15;3.25;4;35;2.2;2.13;3.35;3.27;4;3.82;34;2.45;2.34;1.65;1.61
4099;10.03.19;Liverpool;Burnley;4;2;H;A Marriner;4;23;7;3;5;2;4;7;7;3;2;0;0;0;1.16;8.5;21;1.17;7.5;15.5;1.17;7.5;15;1.15;7.5;19;1.18;8;22;34;1.2;1.17;8.5;7.66;22;17.74;33;1.5;1.44;2.9;2.75
4121;06.04.19;Bournemouth;Burnley;1;3;A;M Atkinson;12;10;7;11;2;3;12;16;3;6;2;3;0;0;2.1;3.6;3.75;2.1;3.5;3.5;2.05;3.5;3.6;2.05;3.5;3.6;2.1;3.6;3.75;35;2.14;2.07;3.65;3.55;3.75;3.63;33;1.9;1.84;2.05;1.99
4146;22.04.19;Chelsea;Burnley;2;2;D;K Friend;5;22;7;6;9;3;9;4;10;1;2;1;0;0;1.25;6.25;15;1.26;6;11;1.25;6.1;11;1.25;5.8;13;1.25;6.25;13;32;1.29;1.26;6.6;5.95;15;12.42;30;1.66;1.62;2.4;2.29
4161;03.05.19;Everton;Burnley;2;0;H;C Kavanagh;8;20;7;5;6;1;8;9;8;1;0;2;0;0;1.66;4;5.75;1.65;3.8;5.75;1.6;4;5.6;1.7;3.9;5.5;1.67;4;5.75;34;1.7;1.66;4.1;3.88;6.1;5.6;32;1.9;1.84;2.15;1.99
3802;11.08.18;Bournemouth;Cardiff;2;0;H;K Friend;12;12;22;10;4;1;11;9;7;4;1;1;0;0;1.9;3.6;4.5;1.9;3.4;4.4;1.9;3.5;4.1;1.91;3.5;4;1.87;3.6;4.75;39;1.93;1.88;3.71;3.53;4.75;4.37;38;2.05;1.98;1.92;1.83
3823;25.08.18;Huddersfield;Cardiff;0;0;D;M Oliver;16;5;22;14;1;4;8;10;7;7;0;1;1;0;2.37;3;3.7;2.25;3.1;3.5;2.3;3;3.55;2.3;3.1;3.3;2.38;3.1;3.6;41;2.4;2.32;3.18;3.04;3.7;3.53;38;2.72;2.58;1.55;1.5
3842;15.09.18;Chelsea;Cardiff;4;1;H;J Moss;5;18;22;6;7;2;8;10;5;4;0;0;0;0;1.18;8;19;1.19;7;15;1.2;6.8;15;1.17;7;15;1.18;7.5;21;39;1.21;1.18;8;7.2;21;17.53;37;1.55;1.51;2.65;2.53
3876;06.10.18;Tottenham;Cardiff;1;0;H;M Dean;3;19;22;8;7;6;7;11;6;2;2;1;0;1;1.22;7;15;1.22;6.5;12.5;1.22;6.5;13;1.25;6;11;1.25;6.5;15;36;1.26;1.23;7.5;6.51;16;13.14;32;1.5;1.45;2.8;2.69
3894;27.10.18;Liverpool;Cardiff;4;1;H;S Attwell;4;19;22;2;7;1;6;4;8;0;0;0;0;0;1.11;11;26;1.1;10;23;1.12;9;20;1.08;11;29;1.11;11;29;38;1.13;1.11;11.45;10.13;31;26.13;34;1.4;1.36;3.25;3.09
3922;24.11.18;Everton;Cardiff;1;0;H;P Tierney;8;16;22;7;8;1;12;13;7;3;0;3;0;0;1.4;5;9;1.4;4.75;7.75;1.45;4.5;7;1.42;4.75;7.5;1.4;4.8;9;38;1.45;1.42;5;4.66;9;8.12;36;1.87;1.8;2.1;2.02
3944;04.12.18;West Ham;Cardiff;3;1;H;G Scott;13;17;22;9;11;5;10;10;10;4;1;2;0;0;1.66;4;5.75;1.6;4;5.75;1.65;3.95;5.2;1.62;3.9;5.8;1.67;4;5.75;36;1.71;1.65;4.1;3.95;6;5.55;33;1.85;1.79;2.11;2.04
3966;15.12.18;Watford;Cardiff;3;2;H;A Madley;14;17;22;10;8;3;7;5;5;0;0;0;0;0;1.64;3.9;6;1.65;3.9;5.25;1.7;3.8;5;1.6;3.9;6;1.65;3.9;6.25;36;1.7;1.64;4.1;3.87;6.37;5.81;34;2.01;1.94;1.94;1.87
3983;26.12.18;Crystal Palace;Cardiff;0;0;D;L Probert;11;31;22;9;5;4;9;11;12;1;0;3;0;0;1.66;4;5.75;1.65;4;5.25;1.7;3.8;5;1.63;3.8;5.8;1.67;3.9;6;37;1.7;1.65;4.1;3.92;6.08;5.59;35;1.96;1.9;2;1.91
3993;29.12.18;Leicester;Cardiff;0;1;A;S Hooper;9;16;22;12;7;3;14;16;10;4;0;2;0;0;1.55;4;6;1.57;4;6;1.57;4.1;6;1.55;4.2;6;1.6;4.2;6.5;37;1.6;1.57;4.55;4.13;6.73;6.18;35;1.95;1.9;1.98;1.91
4025;19.01.19;Newcastle;Cardiff;3;0;H;S Attwell;10;16;22;9;6;1;11;6;7;10;0;1;0;0;1.95;3.4;4.5;1.95;3.25;4.33;2;3.3;4;1.95;3.25;4.4;2;3.3;4.5;36;2;1.96;3.45;3.3;4.6;4.4;35;2.4;2.3;1.67;1.62
4031;29.01.19;Arsenal;Cardiff;2;1;H;M Dean;6;15;22;19;4;2;14;12;4;7;3;3;0;0;1.22;7;15;1.25;6.5;11.5;1.25;6.1;11;1.2;6;15;1.22;7;15;36;1.25;1.23;7.35;6.77;15.5;13.42;33;1.44;1.41;3.25;2.9
4057;09.02.19;Southampton;Cardiff;1;2;A;M Atkinson;17;14;22;6;7;3;15;12;8;2;3;3;0;0;1.75;3.9;5;1.75;3.7;4.75;1.75;3.7;4.85;1.75;3.7;5;1.8;3.6;5.2;34;1.81;1.76;3.9;3.7;5.2;4.89;33;2.15;2.06;1.83;1.77
4086;02.03.19;Wolves;Cardiff;2;0;H;A Marriner;21;13;22;12;6;4;11;6;7;8;1;2;0;0;1.5;4.33;8;1.5;4.2;7;1.5;4.15;6.8;1.5;4.2;7;1.53;4.2;7.5;34;1.55;1.51;4.37;4.21;8;7.13;33;2.05;1.98;1.91;1.85
4118;03.04.19;Man City;Cardiff;2;0;H;J Moss;1;27;22;4;11;1;3;17;7;4;0;3;0;0;1.06;17;34;1.06;13;36;1.07;12;26;1.05;13;46;1.06;15;51;35;1.08;1.06;17.25;14.37;60;40.61;31;1.24;1.22;4.5;4.15
4128;13.04.19;Burnley;Cardiff;2;0;H;M Dean;7;14;22;14;7;2;7;10;8;4;2;3;0;0;1.9;3.6;4.5;1.91;3.4;4.25;1.9;3.5;4.1;1.88;3.5;4.33;1.93;3.6;4.5;35;1.95;1.9;3.75;3.54;4.6;4.33;34;2.15;2.06;1.83;1.77
4136;16.04.19;Brighton;Cardiff;0;2;A;A Marriner;15;14;22;10;2;3;11;13;5;4;0;1;0;0;2;3.3;4.5;2;3.2;4.33;2;3.3;4;2;3.2;4.33;2.05;3.3;4.4;33;2.05;2;3.34;3.24;4.75;4.29;31;2.4;2.32;1.67;1.61
4154;27.04.19;Fulham;Cardiff;1;0;H;C Kavanagh;23;8;22;13;2;8;10;8;10;3;0;0;0;0;2.4;3.6;3;2.35;3.5;2.95;2.35;3.5;2.9;2.3;3.6;3;2.4;3.6;3.1;35;2.45;2.37;3.71;3.56;3.1;2.93;34;1.8;1.73;2.2;2.11
4177;12.05.19;Man United;Cardiff;0;2;A;J Moss;2;26;22;13;10;4;9;6;11;2;3;3;0;0;1.28;6.5;11;1.25;6.25;11;1.28;6.1;9.2;1.25;6.5;10;1.29;6.25;11;34;1.31;1.28;6.75;6.18;11;10.1;32;1.45;1.39;3.25;2.95
3804;11.08.18;Huddersfield;Chelsea;0;3;A;C Kavanagh;16;6;5;13;1;4;9;8;2;5;2;1;0;0;6.5;4;1.61;6.25;3.9;1.57;6.2;4;1.55;5.8;3.9;1.57;6.5;4;1.62;38;6.85;6.09;4.07;3.9;1.66;1.61;37;2.05;1.98;1.9;1.84
3828;26.08.18;Newcastle;Chelsea;1;2;A;P Tierney;10;6;5;15;2;3;16;8;4;5;3;1;0;0;5.75;4;1.66;5.25;3.8;1.67;5;3.75;1.7;5;3.75;1.67;5.5;4;1.67;42;5.75;5.25;4.17;3.9;1.71;1.67;40;1.95;1.88;2.01;1.92
3860;23.09.18;West Ham;Chelsea;0;0;D;M Dean;13;6;5;17;1;6;11;9;1;8;2;1;0;0;6;4.5;1.57;5.75;4.25;1.55;6.1;4.2;1.53;5;4.2;1.6;6;4.5;1.57;40;6.5;5.61;4.5;4.33;1.64;1.58;38;1.63;1.58;2.5;2.37
3880;07.10.18;Southampton;Chelsea;0;3;A;C Pawson;17;15;5;21;6;6;13;11;4;12;6;0;0;0;6;4.1;1.61;6;3.9;1.6;5.3;3.9;1.65;5.5;4;1.62;6;4.2;1.6;36;6.19;5.75;4.3;4.07;1.65;1.61;35;1.85;1.79;2.1;2.03
3897;28.10.18;Burnley;Chelsea;0;4;A;C Pawson;7;7;5;24;1;8;14;10;4;4;4;2;0;0;11;5;1.36;11;4.75;1.33;7.6;4.8;1.4;9.5;4.75;1.36;11.5;5;1.33;37;11.5;10.06;5.1;4.84;1.4;1.36;35;1.85;1.79;2.1;2.02
3925;24.11.18;Tottenham;Chelsea;3;1;H;M Atkinson;3;18;5;13;9;2;19;12;4;4;0;3;0;0;2.8;3.5;2.6;2.7;3.5;2.55;2.75;3.4;2.55;2.8;3.4;2.5;2.88;3.5;2.55;38;2.88;2.78;3.55;3.42;2.65;2.56;36;1.8;1.74;2.18;2.09
3950;05.12.18;Wolves;Chelsea;2;1;H;J Moss;21;6;5;17;2;3;18;10;1;5;4;4;0;0;5;3.75;1.8;4.75;3.7;1.75;4.5;3.6;1.8;4.8;3.7;1.75;5;3.8;1.8;38;5.06;4.7;3.9;3.71;1.83;1.78;35;1.96;1.91;1.97;1.9
3968;16.12.18;Brighton;Chelsea;1;2;A;S Attwell;15;6;5;10;2;3;14;6;4;1;2;2;0;0;7.5;4.5;1.5;8;4.5;1.42;7.2;4.4;1.45;7;4.33;1.47;7.5;4.5;1.5;35;8.5;7.4;4.6;4.31;1.52;1.48;33;1.91;1.84;2.05;1.98
3989;26.12.18;Watford;Chelsea;1;2;A;M Atkinson;14;10;5;10;2;4;15;5;3;4;1;0;0;0;5.25;3.8;1.75;5;3.8;1.7;4.7;3.85;1.73;4.8;3.75;1.73;5;3.8;1.75;37;5.27;4.89;3.95;3.8;1.79;1.74;35;1.8;1.74;2.21;2.1
3998;30.12.18;Crystal Palace;Chelsea;0;1;A;C Pawson;11;4;5;12;0;4;11;8;3;4;0;1;0;0;4.75;4;1.66;5;3.8;1.7;4.8;3.7;1.75;5;3.8;1.7;5.25;3.9;1.73;37;5.25;4.96;4;3.8;1.77;1.73;35;1.92;1.86;2.04;1.96
4021;19.01.19;Arsenal;Chelsea;2;0;H;A Taylor;6;13;5;13;5;1;13;15;5;6;0;2;0;0;3.1;3.6;2.37;3;3.5;2.3;2.95;3.6;2.3;3;3.5;2.3;3.1;3.6;2.38;36;3.11;3.01;3.66;3.54;2.4;2.34;35;1.71;1.67;2.31;2.21
4037;30.01.19;Bournemouth;Chelsea;4;0;H;R East;12;12;5;11;7;7;8;6;3;7;1;0;0;0;5.25;4.2;1.66;5.5;4.1;1.6;5.2;3.9;1.65;5.5;4;1.62;5.75;4.2;1.65;36;5.75;5.42;4.35;4.1;1.67;1.63;35;1.75;1.68;2.3;2.2
4059;10.02.19;Man City;Chelsea;6;0;H;M Dean;1;15;5;12;9;4;9;13;2;2;1;2;0;0;1.5;4.75;7;1.48;4.5;6.5;1.55;4;6.2;1.5;4.4;6.5;1.53;4.6;6.5;34;1.55;1.5;4.75;4.45;7.04;6.57;32;1.67;1.62;2.45;2.29
4088;03.03.19;Fulham;Chelsea;1;2;A;G Scott;23;12;5;20;5;7;11;10;5;4;2;1;0;0;6.5;4.5;1.53;6;4.33;1.53;6;4.4;1.53;6.5;4.33;1.5;7;4.5;1.53;34;7;6.25;4.68;4.43;1.55;1.52;33;1.75;1.68;2.31;2.21
4103;17.03.19;Everton;Chelsea;2;0;H;A Taylor;8;15;5;16;8;5;17;9;3;4;1;2;0;0;4;3.8;1.95;4.1;3.6;1.9;4.4;3.5;1.85;4;3.5;1.95;4.2;3.6;1.95;35;4.4;4;3.8;3.57;2;1.95;34;2;1.92;1.95;1.89
4112;31.03.19;Cardiff;Chelsea;1;2;A;C Pawson;22;8;5;21;3;3;8;14;2;7;2;3;0;0;9;4.5;1.44;7.5;4.33;1.45;8.3;4.6;1.4;8;4.5;1.42;8.5;4.5;1.45;34;9.05;8.08;4.65;4.47;1.47;1.44;33;1.82;1.77;2.15;2.06
4134;14.04.19;Liverpool;Chelsea;2;0;H;M Oliver;4;15;5;6;7;3;5;9;9;2;0;1;0;0;1.66;4.2;5.25;1.67;4;5;1.65;4;5;1.63;4;5.25;1.65;4.1;5.5;35;1.71;1.66;4.25;4.05;5.5;5.2;34;1.86;1.77;2.13;2.06
4160;28.04.19;Man United;Chelsea;1;1;D;M Atkinson;2;7;5;16;5;3;9;14;6;6;3;2;0;0;2.7;3.5;2.7;2.65;3.4;2.65;2.65;3.4;2.6;2.62;3.4;2.7;2.63;3.5;2.75;35;2.75;2.67;3.5;3.38;2.8;2.69;33;1.92;1.85;2.05;1.97
4175;12.05.19;Leicester;Chelsea;0;0;D;A Taylor;9;9;5;14;3;4;9;8;4;5;0;1;0;0;2.4;3.75;2.9;2.35;3.6;2.85;2.35;3.5;2.9;2.38;3.6;2.88;2.4;3.7;2.9;35;2.45;2.4;3.75;3.57;3.05;2.89;34;1.75;1.7;2.26;2.16
3803;11.08.18;Fulham;Crystal Palace;0;2;A;M Dean;23;15;11;10;6;9;9;11;5;5;1;2;0;0;2.5;3.4;3;2.45;3.3;2.95;2.4;3.3;2.95;2.45;3.3;2.8;2.5;3.4;3;39;2.6;2.47;3.49;3.35;3.05;2.92;38;2;1.95;1.96;1.87
3829;26.08.18;Watford;Crystal Palace;2;1;H;A Taylor;14;13;11;9;5;3;14;11;6;3;4;2;0;0;2.6;3.25;3;2.55;3.1;2.95;2.5;3.2;2.95;2.5;3.3;2.8;2.6;3.3;2.9;42;2.66;2.55;3.36;3.22;3.04;2.92;39;2.21;2.13;1.79;1.71
3843;15.09.18;Huddersfield;Crystal Palace;0;1;A;L Mason;16;15;11;7;2;2;11;17;5;3;1;2;0;0;3.3;3.1;2.5;3.1;3.1;2.45;3.2;3.1;2.4;3.1;3;2.45;3.3;3.13;2.5;40;3.3;3.19;3.27;3.11;2.55;2.45;38;2.5;2.36;1.67;1.59
3870;01.10.18;Bournemouth;Crystal Palace;2;1;H;M Dean;12;11;11;10;5;2;9;12;3;3;3;4;0;0;2.25;3.5;3.4;2.25;3.4;3.2;2.2;3.45;3.2;2.25;3.4;3.2;2.25;3.5;3.3;39;2.37;2.25;3.55;3.43;3.4;3.24;38;1.82;1.77;2.15;2.04
3889;21.10.18;Everton;Crystal Palace;2;0;H;A Taylor;8;20;11;7;4;3;13;17;10;5;2;1;0;0;1.85;3.6;4.75;1.85;3.5;4.5;1.83;3.55;4.45;1.88;3.5;4.33;1.85;3.6;4.75;38;1.93;1.86;3.7;3.56;4.81;4.49;36;2.05;1.98;1.9;1.83
3908;04.11.18;Chelsea;Crystal Palace;3;1;H;M Oliver;5;15;11;7;6;2;6;13;4;2;0;1;0;0;1.25;6.75;13;1.26;6;11.5;1.25;6.1;11;1.29;6;9.5;1.29;6;12;38;1.3;1.27;6.75;6.07;13;11.34;32;1.55;1.51;2.7;2.53
3924;24.11.18;Man United;Crystal Palace;0;0;D;L Mason;2;12;11;13;5;2;13;12;10;3;1;2;0;0;1.4;5.25;8;1.4;4.75;8;1.4;4.8;7.6;1.4;4.75;8;1.4;4.8;9;38;1.44;1.4;5.25;4.81;9;8.13;36;1.8;1.76;2.17;2.07
3942;04.12.18;Brighton;Crystal Palace;3;1;H;K Friend;15;9;11;18;3;5;14;12;4;5;2;3;1;0;3;3.1;2.7;2.85;3;2.75;2.7;3.2;2.7;2.9;3.1;2.62;3;3.1;2.75;38;3.01;2.9;3.2;3.06;2.85;2.72;34;2.55;2.45;1.6;1.55
3958;08.12.18;West Ham;Crystal Palace;3;2;H;A Taylor;13;13;11;8;6;4;10;8;5;3;1;2;0;0;2.3;3.4;3.4;2.2;3.4;3.3;2.25;3.3;3.3;2.25;3.3;3.3;2.25;3.4;3.4;38;2.33;2.26;3.45;3.34;3.5;3.32;35;2.03;1.96;1.92;1.85
3977;22.12.18;Man City;Crystal Palace;2;3;A;A Marriner;1;19;11;5;5;3;7;6;13;0;0;4;0;0;1.14;10;21;1.15;8;17.5;1.15;8;18;1.12;8.5;23;1.15;9.5;21;36;1.17;1.14;10;8.79;25;19.89;34;1.4;1.35;3.4;3.18
4009;02.01.19;Wolves;Crystal Palace;0;2;A;R East;21;9;11;17;1;4;9;7;3;10;4;1;0;0;2;3.4;4.33;2;3.25;4.1;1.97;3.3;4.05;2;3.3;4;2;3.4;4.3;36;2.06;2;3.55;3.33;4.33;4.13;33;2.31;2.23;1.7;1.65
4023;19.01.19;Liverpool;Crystal Palace;4;3;H;J Moss;4;19;11;9;9;3;6;8;8;3;0;1;1;0;1.2;7.5;17;1.18;7.25;15;1.2;7;13;1.17;7.5;17;1.2;7.5;18;36;1.22;1.19;7.75;7.18;18;15.52;35;1.53;1.49;2.75;2.59
4039;30.01.19;Southampton;Crystal Palace;1;1;D;A Marriner;17;13;11;15;4;3;11;8;3;8;2;2;0;1;2.4;3.4;3.2;2.3;3.3;3.2;2.3;3.3;3.15;2.35;3.3;3.1;2.38;3.4;3.25;36;2.45;2.35;3.4;3.32;3.29;3.18;35;2.05;1.98;1.91;1.85
4066;23.02.19;Leicester;Crystal Palace;1;4;A;A Taylor;9;27;11;7;5;5;7;14;8;3;2;1;0;0;2.25;3.4;3.5;2.15;3.3;3.5;2.2;3.25;3.5;2.15;3.3;3.5;2.25;3.3;3.7;33;2.25;2.21;3.4;3.3;3.7;3.5;32;2.28;2.19;1.73;1.68
4082;02.03.19;Burnley;Crystal Palace;1;3;A;L Probert;7;18;11;10;4;4;9;9;8;5;1;2;0;0;2.8;3.3;2.75;2.75;3.2;2.65;2.75;3.2;2.65;2.8;3.2;2.62;2.88;3.3;2.7;34;2.9;2.81;3.32;3.24;2.82;2.65;33;2.2;2.08;1.83;1.76
4119;03.04.19;Tottenham;Crystal Palace;2;0;H;A Marriner;3;26;11;5;10;1;8;5;8;2;1;0;0;0;1.45;5;7.5;1.42;4.75;7.25;1.47;4.3;7;1.44;4.6;7;1.5;4.6;7.5;35;1.5;1.47;5;4.61;7.75;7.04;33;1.7;1.65;2.33;2.24
4123;06.04.19;Newcastle;Crystal Palace;0;1;A;S Attwell;10;18;11;3;5;1;12;13;9;4;1;2;0;0;2.6;3.25;3;2.5;3.2;3;2.5;3.15;2.95;2.5;3.2;3;2.6;3.2;3.1;35;2.61;2.53;3.3;3.19;3.1;3.02;34;2.4;2.26;1.7;1.65
4143;21.04.19;Arsenal;Crystal Palace;2;3;A;J Moss;6;12;11;16;5;7;15;12;8;3;4;1;0;0;1.53;4.6;6.5;1.53;4.5;5.75;1.45;4.4;7.2;1.52;4.33;6.5;1.53;4.4;6.5;33;1.56;1.54;4.77;4.44;7.2;6.03;31;1.61;1.58;2.51;2.38
4163;04.05.19;Cardiff;Crystal Palace;2;3;A;M Oliver;22;18;11;21;8;7;14;11;10;5;0;0;0;0;2.6;3.75;2.7;2.55;3.6;2.65;2.6;3.5;2.65;2.55;3.6;2.62;2.6;3.7;2.7;35;2.66;2.59;3.75;3.57;2.75;2.68;33;2;1.93;1.96;1.88
3807;11.08.18;Wolves;Everton;2;2;D;C Pawson;21;11;8;6;4;5;8;7;3;6;0;1;0;1;2.37;3.3;3.3;2.35;3.2;3.2;2.25;3.35;3.2;2.3;3.2;3.2;2.38;3.3;3.3;38;2.41;2.33;3.4;3.27;3.4;3.23;36;2.2;2.09;1.83;1.75
3822;25.08.18;Bournemouth;Everton;2;2;D;L Probert;12;17;8;11;5;3;12;10;6;2;0;3;1;1;2.62;3.6;2.75;2.6;3.4;2.7;2.55;3.5;2.65;2.5;3.6;2.62;2.6;3.6;2.75;41;2.69;2.59;3.6;3.49;2.81;2.7;38;1.76;1.72;2.25;2.12
3859;23.09.18;Arsenal;Everton;2;0;H;J Moss;6;9;8;9;5;6;17;12;5;9;2;1;0;0;1.44;5;7.5;1.48;4.6;6.5;1.45;4.5;7;1.47;4.75;6;1.45;5;7;39;1.49;1.46;5.05;4.83;7.5;6.54;31;1.49;1.44;2.88;2.75
3874;06.10.18;Leicester;Everton;1;2;A;A Marriner;9;8;8;17;2;8;10;11;2;10;2;1;1;0;2.2;3.4;3.6;2.2;3.4;3.3;2.15;3.45;3.4;2.2;3.4;3.3;2.2;3.4;3.6;35;2.28;2.19;3.55;3.4;3.6;3.44;34;1.95;1.89;2;1.92
3899;28.10.18;Man United;Everton;2;1;H;J Moss;2;14;8;14;10;6;15;12;8;4;2;1;0;0;1.72;3.9;5.25;1.67;3.8;5.25;1.7;3.75;5;1.75;3.8;4.6;1.73;3.9;5.2;38;1.78;1.73;4;3.8;5.32;4.93;34;1.87;1.81;2.1;2.01
3918;11.11.18;Chelsea;Everton;0;0;D;K Friend;5;15;8;6;4;1;7;11;5;5;4;3;0;0;1.4;5.25;8.5;1.4;4.75;8;1.45;4.5;7;1.44;5;6.5;1.4;5;8;38;1.46;1.42;5.25;4.89;8.5;7.45;32;1.6;1.55;2.55;2.43
3940;02.12.18;Liverpool;Everton;1;0;H;C Kavanagh;4;16;8;9;3;3;12;7;8;1;3;2;0;0;1.4;5;9;1.36;5;8.5;1.4;4.9;7.5;1.36;5;8.5;1.4;5;9;38;1.42;1.39;5.25;4.94;9;8.28;34;1.7;1.62;2.45;2.29
3964;15.12.18;Man City;Everton;3;1;H;C Pawson;1;13;8;9;5;2;7;9;6;2;1;2;0;0;1.22;7.5;13;1.22;7;12;1.22;6.5;12.5;1.2;7;13;1.22;7;15;36;1.26;1.22;7.5;6.83;15;12.85;31;1.42;1.38;3.2;2.98
3982;26.12.18;Burnley;Everton;1;5;A;M Oliver;7;11;8;13;4;6;11;19;5;7;2;4;0;0;4.33;3.5;1.95;4.33;3.4;1.91;4.4;3.5;1.85;4.33;3.4;1.91;4.5;3.5;1.95;37;4.51;4.33;3.6;3.44;1.98;1.93;35;2.1;2.03;1.86;1.8
3991;29.12.18;Brighton;Everton;1;0;H;A Madley;15;11;8;13;3;4;10;11;6;6;0;2;0;0;3.25;3.4;2.14;3.5;3.3;2.15;3.4;3.3;2.2;3.4;3.3;2.2;3.6;3.4;2.2;37;3.6;3.44;3.46;3.36;2.3;2.21;35;2.1;2.01;1.9;1.81
4026;19.01.19;Southampton;Everton;2;1;H;G Scott;17;11;8;7;4;2;12;11;7;6;2;1;0;0;2.75;3.4;2.7;2.65;3.3;2.7;2.65;3.3;2.7;2.62;3.3;2.7;2.75;3.4;2.75;36;2.8;2.7;3.44;3.34;2.78;2.7;35;1.95;1.9;2.05;1.92
4033;29.01.19;Huddersfield;Everton;0;1;A;S Attwell;16;10;8;10;2;5;13;10;3;4;1;4;0;1;4;3.3;2.1;4;3.3;2.05;4;3.3;2;4;3.2;2.05;4.1;3.3;2.1;36;4.1;3.96;3.38;3.28;2.14;2.08;35;2.34;2.26;1.7;1.65
4058;09.02.19;Watford;Everton;1;0;H;L Probert;14;7;8;9;2;4;21;10;8;2;2;0;0;1;2.35;3.5;3.2;2.25;3.4;3.2;2.3;3.4;3.1;2.35;3.4;3.1;2.38;3.5;3.2;34;2.45;2.34;3.5;3.37;3.25;3.15;33;2.01;1.92;1.96;1.89
4070;26.02.19;Cardiff;Everton;0;3;A;K Friend;22;6;8;12;0;4;12;12;3;4;3;1;0;0;3.75;3.4;2.15;3.7;3.3;2.15;3.4;3.3;2.2;3.75;3.25;2.1;3.9;3.4;2.1;35;3.9;3.72;3.45;3.33;2.2;2.13;34;2.17;2.09;1.8;1.75
4095;09.03.19;Newcastle;Everton;3;2;H;L Mason;10;19;8;7;7;3;13;10;8;2;3;1;0;0;2.8;3.25;2.8;2.75;3.1;2.75;2.75;3.1;2.75;2.75;3.1;2.75;2.88;3.13;2.8;34;2.88;2.79;3.25;3.14;2.85;2.76;33;2.45;2.36;1.65;1.6
4111;30.03.19;West Ham;Everton;0;2;A;P Tierney;13;3;8;17;1;9;7;14;4;9;1;1;0;0;2.55;3.5;2.9;2.55;3.3;2.8;2.5;3.4;2.8;2.5;3.4;2.8;2.5;3.5;2.9;34;2.65;2.53;3.5;3.41;2.94;2.84;33;1.85;1.79;2.11;2.04
4129;13.04.19;Fulham;Everton;2;0;H;L Probert;23;12;8;8;5;1;8;10;7;3;2;1;0;0;5;4;1.75;4.4;4;1.75;4.55;3.9;1.73;4.75;3.8;1.73;5;4;1.75;35;5;4.63;4.1;3.93;1.8;1.75;34;1.76;1.72;2.3;2.14
