Match_ID;Date;HomeTeam;AwayTeam;Home Team Goals;Away Team Goals;Match Result;Referee;Home ex-rank;Home Team Shots;Away ex-rank;Away Team Shots;Home Team Shots on Target;Away Team Shots on Target;Home Fouls Committed;Away Fouls Committed;Home Corners;Away Cornners;Home Yellow Cards;Away Yellow Cards;Home Red Cards;Away Red Cards;B365 Home;B365 Draw;B365 Away;Bet&Win Home;Bet&Win Draw;Bet&Win Away;Interwetten Home;Iterwetten Draw;Interwetten Away;William Hill Home;William Hill Draw;William Hill Away;VC Bet Home;VC Bet Draw;VC Bet Away;Betbrain Numbers of bookmakers 1X2;Betbrain Maximum Home;Betbrain Average Home;Betbrain Maximum Draw;Betbrain Average Draw;Betbrain Maximum Away;Betbrain Average Away;Betbrain Numbers of bookmakers Goals;Betbrain Max > 2.5 Goals;Betbrain Average > 2.5 Goals;Betbrain Max < 2.5 Goals;Betbrain Average < 2.5 Goals
4153;27.04.19;Crystal Palace;Everton;0;0;D;L Mason;11;8;8;22;0;3;9;15;5;10;2;0;0;0;2.62;3.5;2.8;2.55;3.4;2.75;2.6;3.35;2.7;2.55;3.3;2.8;2.63;3.4;2.88;35;2.72;2.61;3.5;3.37;2.88;2.76;33;2.01;1.94;1.94;1.88
4179;12.05.19;Tottenham;Everton;2;2;D;A Marriner;3;11;8;17;3;9;10;13;7;4;0;2;0;0;2.2;3.5;3.5;2.1;3.5;3.5;2.05;3.45;3.6;2.1;3.5;3.5;2.1;3.5;3.7;35;2.2;2.09;3.7;3.51;3.8;3.58;34;1.81;1.76;2.18;2.07
3815;18.08.18;Tottenham;Fulham;3;1;H;A Taylor;3;25;23;10;11;3;9;5;5;2;0;0;0;0;1.28;6;12;1.28;6;10;1.27;6;10;1.25;6;10;1.29;6;12;41;1.31;1.28;6.5;5.88;12.61;10.92;38;1.56;1.51;2.67;2.54
3831;01.09.18;Brighton;Fulham;2;2;D;L Probert;15;15;23;10;5;5;12;14;7;1;3;3;0;0;2.3;3.4;3.4;2.2;3.3;3.4;2.2;3.3;3.4;2.25;3.3;3.2;2.25;3.4;3.5;38;2.3;2.23;3.5;3.37;3.5;3.33;37;2;1.92;1.93;1.88
3844;15.09.18;Man City;Fulham;3;0;H;S Attwell;1;28;23;9;9;3;7;7;10;4;0;0;0;0;1.12;10;26;1.13;9;19.5;1.12;9;20;1.12;9;17;1.13;10;26;39;1.14;1.12;11;9.54;29;21.93;36;1.29;1.26;4;3.85
3863;29.09.18;Everton;Fulham;3;0;H;R East;8;19;23;6;6;0;13;13;12;1;0;3;0;0;1.75;4.2;4.75;1.75;4;4.33;1.8;3.7;4.4;1.75;4;4.33;1.75;4.1;4.75;38;1.8;1.74;4.2;3.99;4.82;4.58;36;1.65;1.61;2.41;2.31
3882;20.10.18;Cardiff;Fulham;4;2;H;K Friend;22;22;23;9;5;4;15;16;4;4;3;3;0;0;2.5;3.5;2.95;2.45;3.4;2.9;2.4;3.45;2.85;2.4;3.4;2.88;2.5;3.5;2.9;39;2.55;2.46;3.53;3.42;3.1;2.91;37;1.86;1.82;2.1;2
3910;05.11.18;Huddersfield;Fulham;1;0;H;A Taylor;16;10;23;7;2;1;11;8;5;4;1;2;0;0;2.3;3.5;3.3;2.25;3.3;3.3;2.25;3.35;3.2;2.3;3.4;3.1;2.3;3.4;3.3;36;2.4;2.28;3.5;3.35;3.45;3.25;34;2.04;1.95;1.92;1.86
3919;11.11.18;Liverpool;Fulham;2;0;H;P Tierney;4;20;23;8;7;3;11;9;6;3;1;1;0;0;1.11;11;26;1.11;9.5;23;1.12;9;20;1.1;11;21;1.11;11;31;38;1.13;1.11;12;10.48;31;23.87;32;1.29;1.24;4.33;3.96
3939;02.12.18;Chelsea;Fulham;2;0;H;C Pawson;5;16;23;9;9;4;8;17;4;6;2;1;0;0;1.18;8;17;1.16;8;16;1.2;6.5;15;1.17;7.5;17;1.18;8;15;38;1.21;1.18;8.5;7.65;19;15.63;32;1.4;1.35;3.4;3.18
3957;08.12.18;Man United;Fulham;4;1;H;L Probert;2;20;23;10;11;4;11;15;10;3;1;1;0;1;1.33;5.75;10;1.33;5.5;8.75;1.33;5.5;8.5;1.35;5;9;1.36;5.4;9.5;38;1.38;1.35;5.75;5.24;10.5;9.11;35;1.61;1.57;2.55;2.42
3978;22.12.18;Newcastle;Fulham;0;0;D;M Atkinson;10;9;23;4;0;2;9;12;6;0;1;2;0;0;2;3.6;4;1.95;3.5;3.9;1.95;3.5;3.9;1.95;3.5;4;2;3.6;4.1;36;2.06;1.99;3.63;3.52;4.13;3.94;34;2;1.93;1.95;1.89
4001;01.01.19;Arsenal;Fulham;4;1;H;G Scott;6;16;23;9;9;4;7;12;8;3;0;1;0;0;1.33;5.75;9.5;1.33;5.5;8.75;1.35;5.3;8;1.32;5.25;9.5;1.36;5.5;10;36;1.38;1.34;6;5.44;10;8.84;34;1.48;1.44;2.9;2.72
4012;12.01.19;Burnley;Fulham;2;1;H;M Atkinson;7;11;23;12;0;4;5;9;2;6;1;2;0;0;2.4;3.3;3.25;2.35;3.2;3.2;2.35;3.25;3.15;2.3;3.2;3.25;2.4;3.3;3.3;38;2.5;2.37;3.35;3.25;3.38;3.22;37;2.2;2.08;1.82;1.76
4045;02.02.19;Crystal Palace;Fulham;2;0;H;M Oliver;11;17;23;8;6;0;9;12;11;1;2;3;0;0;2.05;3.5;4;2;3.5;3.8;2;3.45;3.75;2;3.5;3.8;2.05;3.5;4;35;2.12;2.02;3.6;3.47;4;3.84;34;2.05;1.98;1.92;1.84
4063;22.02.19;West Ham;Fulham;3;1;H;L Mason;13;21;23;8;7;5;11;11;12;0;1;1;0;0;1.95;3.8;4;1.91;3.75;4;1.9;3.7;3.85;1.91;3.6;4;1.93;3.8;4.2;34;1.98;1.93;3.8;3.71;4.3;4.03;33;1.75;1.7;2.28;2.18
4079;27.02.19;Southampton;Fulham;2;0;H;A Taylor;17;14;23;14;4;4;15;13;7;4;0;1;0;0;1.9;3.7;4.33;1.91;3.4;4.25;1.9;3.55;4.1;1.91;3.5;4.2;1.93;3.6;4.4;35;1.97;1.91;3.7;3.57;4.4;4.21;34;1.95;1.9;2;1.92
4093;09.03.19;Leicester;Fulham;3;1;H;D Coote;9;18;23;6;8;3;9;13;6;5;0;2;0;0;1.57;4.5;6;1.6;4.1;5.5;1.6;4.25;5.4;1.57;4.2;5.8;1.62;4.2;6;34;1.62;1.6;4.5;4.3;6;5.58;33;1.75;1.69;2.29;2.19
4115;02.04.19;Watford;Fulham;4;1;H;R East;14;15;23;17;7;7;12;5;6;4;3;2;0;0;1.72;4;5;1.72;3.9;4.75;1.73;3.9;4.55;1.73;3.75;4.8;1.75;3.9;5;35;1.78;1.74;4;3.86;5.25;4.85;31;1.79;1.7;2.33;2.17
4137;20.04.19;Bournemouth;Fulham;0;1;A;D Coote;12;15;23;17;5;5;11;18;3;7;1;3;0;0;1.65;4.4;5.25;1.62;4.25;5;1.67;4.15;4.65;1.65;4.2;5;1.67;4.33;5.2;33;1.7;1.66;4.4;4.22;5.25;4.9;31;1.58;1.54;2.6;2.46
4166;04.05.19;Wolves;Fulham;1;0;H;J Moss;21;19;23;6;6;2;10;15;7;1;1;3;0;0;1.53;4.2;7.5;1.55;4.1;6.25;1.55;4.15;6.3;1.53;4;7;1.57;4.1;7;34;1.57;1.55;4.35;4.12;7.5;6.52;32;1.85;1.8;2.1;2.03
3819;19.08.18;Man City;Huddersfield;6;1;H;A Marriner;1;32;16;5;14;1;9;4;10;3;0;2;0;0;1.1;13;26;1.07;12;31;1.08;10.5;29;1.06;12;29;1.06;13;34;42;1.11;1.09;13;11.35;35;28.36;35;1.39;1.32;3.6;3.32
3834;01.09.18;Everton;Huddersfield;1;1;D;S Attwell;8;11;16;9;1;6;13;14;4;3;3;3;0;0;1.53;4.2;7.5;1.5;4;7.5;1.6;4;5.5;1.5;3.8;7.5;1.53;4.2;7.5;37;1.6;1.51;4.33;4.1;8.06;7.26;35;2.15;2.07;1.82;1.75
3856;22.09.18;Leicester;Huddersfield;3;1;H;D Coote;9;18;16;9;8;2;10;16;3;1;2;1;0;0;1.61;4;6.5;1.57;3.9;6.25;1.67;3.9;5;1.6;3.75;6;1.62;3.8;7;40;1.67;1.61;4;3.82;7;6.35;39;2.3;2.18;1.75;1.68
3872;06.10.18;Burnley;Huddersfield;1;1;D;C Kavanagh;7;6;16;19;3;2;8;11;1;10;2;2;0;0;2.14;3.1;4.2;2.05;3.1;4.1;2.1;3.05;4.05;2.15;3;4;2.15;3.1;4.2;36;2.18;2.12;3.2;3.06;4.35;4.11;34;2.71;2.55;1.56;1.51
3896;27.10.18;Watford;Huddersfield;3;0;H;M Dean;14;12;16;13;6;7;9;13;3;3;1;2;0;0;1.75;3.75;5.25;1.72;3.7;5;1.75;3.6;4.9;1.75;3.6;5;1.8;3.5;5.4;38;1.8;1.75;3.8;3.65;5.5;5.1;34;2.25;2.18;1.75;1.69
3929;25.11.18;Wolves;Huddersfield;0;2;A;K Friend;21;12;16;14;3;6;9;8;3;5;1;2;0;0;1.5;4.33;8;1.5;4;7.5;1.53;4.1;6.3;1.47;4;8;1.5;4.1;8.5;38;1.53;1.49;4.33;4.08;8.5;7.75;36;2.38;2.27;1.7;1.63
3941;04.12.18;Bournemouth;Huddersfield;2;1;H;R East;12;6;16;23;2;6;14;11;4;8;4;2;0;0;1.66;3.8;6;1.65;3.8;5.5;1.8;3.6;4.5;1.67;3.7;5.5;1.7;3.8;5.75;38;1.8;1.69;3.95;3.77;6.02;5.45;35;2.01;1.92;1.96;1.89
3951;08.12.18;Arsenal;Huddersfield;1;0;H;P Tierney;6;14;16;6;2;0;13;20;7;1;5;4;0;0;1.28;6;12;1.28;5.75;10.5;1.27;6;10;1.25;6;12;1.29;6;13;38;1.3;1.28;6.25;5.88;13;11.2;32;1.6;1.55;2.64;2.44
3987;26.12.18;Man United;Huddersfield;3;1;H;J Moss;2;16;16;10;10;2;9;13;5;3;1;1;0;0;1.25;6.5;15;1.22;6.25;14;1.22;6.2;13.5;1.22;6.5;13;1.22;6.5;15;37;1.25;1.23;7;6.34;16;13.66;34;1.7;1.65;2.35;2.25
3992;29.12.18;Fulham;Huddersfield;1;0;H;K Friend;23;14;16;9;5;5;12;10;4;3;3;1;0;0;2;3.4;3.75;2.05;3.3;3.8;2;3.25;4;2.05;3.2;4;2.1;3.3;4.1;37;2.12;2.06;3.4;3.27;4.2;3.97;34;2.4;2.29;1.68;1.62
4013;12.01.19;Cardiff;Huddersfield;0;0;D;L Mason;22;3;16;14;0;2;12;14;3;10;3;1;0;0;2.25;3.25;3.6;2.2;3.1;3.6;2.2;3.1;3.6;2.2;3.1;3.6;2.3;3.13;3.75;38;2.32;2.25;3.25;3.17;3.75;3.56;36;2.65;2.5;1.62;1.54
4044;02.02.19;Chelsea;Huddersfield;5;0;H;P Tierney;5;23;16;5;7;2;8;5;11;2;0;0;0;0;1.2;7.5;19;1.17;7.5;16.5;1.17;7.5;15;1.18;7;17;1.2;7;19;35;1.23;1.2;7.5;6.81;19;15.53;33;1.7;1.63;2.41;2.27
4067;23.02.19;Newcastle;Huddersfield;2;0;H;K Friend;10;29;16;3;12;1;11;7;12;0;2;0;0;1;1.83;3.5;5.25;1.83;3.4;4.75;1.8;3.4;4.9;1.78;3.3;5.25;1.83;3.4;5.5;33;1.87;1.83;3.5;3.39;5.5;4.99;32;2.63;2.47;1.6;1.55
4081;02.03.19;Brighton;Huddersfield;1;0;H;M Dean;15;13;16;6;4;4;11;6;6;3;2;2;0;0;1.85;3.4;5.25;1.78;3.4;5.25;1.8;3.35;5;1.78;3.6;4.75;1.85;3.4;5.4;34;1.86;1.82;3.6;3.39;5.4;5.1;32;2.6;2.48;1.6;1.55
4102;16.03.19;West Ham;Huddersfield;4;3;H;J Moss;13;16;16;15;5;5;7;15;5;8;0;2;0;0;1.55;4.2;7;1.57;4;6;1.5;4.3;6.5;1.55;4;6.5;1.57;4;7;35;1.6;1.57;4.3;4.02;7.25;6.45;34;2.05;1.98;1.92;1.85
4107;30.03.19;Crystal Palace;Huddersfield;2;0;H;L Probert;11;19;16;15;5;5;10;7;5;5;0;0;0;0;1.45;4.4;9;1.45;4.25;8;1.5;4.3;6.5;1.42;4.33;8.5;1.45;4.4;9;34;1.5;1.46;4.5;4.29;9;8.16;33;2.21;2.15;1.78;1.72
4132;13.04.19;Tottenham;Huddersfield;4;0;H;L Mason;3;22;16;7;5;1;10;12;4;2;2;2;0;0;1.22;7;15;1.2;7;14;1.2;7;13;1.2;6.5;15;1.22;7;18;35;1.25;1.22;7.25;6.77;18;14.24;33;1.5;1.47;2.9;2.66
4151;26.04.19;Liverpool;Huddersfield;5;0;H;K Friend;4;21;16;5;7;1;5;14;4;4;0;0;0;0;1.07;15;41;1.05;14;34;1.07;12;26;1.05;13;41;1.07;15;46;34;1.09;1.07;17;13.61;51;36.37;32;1.25;1.22;4.75;4.17
4178;12.05.19;Southampton;Huddersfield;1;1;D;L Probert;17;10;16;10;3;3;8;6;4;3;0;1;0;0;1.44;4.75;8.5;1.42;4.75;7.25;1.42;4.8;7.1;1.4;4.75;8;1.4;4.8;8.5;34;1.45;1.42;5.15;4.81;8.75;7.64;32;1.67;1.62;2.4;2.29
3801;10.08.18;Man United;Leicester;2;1;H;A Marriner;2;8;9;13;6;4;11;8;2;5;2;1;0;0;1.57;3.9;7.5;1.53;4;7.5;1.55;3.8;7;1.57;3.8;6;1.57;4;7;39;1.6;1.56;4.2;3.92;8.05;7.06;38;2.12;2.03;1.85;1.79
3825;25.08.18;Southampton;Leicester;1;2;A;J Moss;17;11;9;8;5;5;13;11;10;3;1;1;1;0;2.45;3.2;3.25;2.4;3.2;3.1;2.4;3.15;3.1;2.3;3.3;3.1;2.45;3.25;3.25;41;2.52;2.42;3.35;3.22;3.25;3.12;39;2.4;2.27;1.7;1.63
3841;15.09.18;Bournemouth;Leicester;4;2;H;C Pawson;12;10;9;14;5;8;13;15;4;6;3;2;0;1;2.45;3.5;3;2.4;3.4;2.95;2.35;3.4;3;2.38;3.4;2.9;2.45;3.5;3;39;2.51;2.42;3.5;3.41;3.13;2.98;38;1.97;1.88;2.05;1.94
3866;29.09.18;Newcastle;Leicester;0;2;A;S Hooper;10;6;9;12;1;5;11;5;5;9;0;0;0;0;2.6;3.3;3;2.55;3.25;2.85;2.6;3.3;2.75;2.55;3.2;2.9;2.6;3.25;3;40;2.65;2.56;3.3;3.22;3.05;2.93;39;2.3;2.2;1.72;1.68
3890;22.10.18;Arsenal;Leicester;3;1;H;C Kavanagh;6;19;9;8;6;2;10;10;6;4;2;2;0;0;1.53;4.5;6.5;1.5;4.33;6.5;1.53;4.5;5.6;1.53;4.33;5.8;1.53;4.6;6.25;38;1.58;1.53;4.75;4.45;6.75;5.99;29;1.5;1.47;2.75;2.62
3903;03.11.18;Cardiff;Leicester;0;1;A;L Probert;22;11;9;13;2;5;13;12;6;12;2;2;0;0;3.8;3.4;2.14;3.6;3.3;2.15;3.4;3.2;2.25;3.6;3.3;2.15;3.8;3.3;2.15;38;3.85;3.65;3.45;3.31;2.25;2.15;36;2.2;2.1;1.8;1.74
3921;24.11.18;Brighton;Leicester;1;1;D;C Kavanagh;15;14;9;8;3;3;10;7;6;1;3;1;0;1;2.9;3.4;2.6;2.85;3.2;2.6;2.8;3.15;2.65;2.8;3.2;2.62;2.88;3.2;2.75;38;3;2.87;3.4;3.18;2.75;2.63;36;2.41;2.28;1.67;1.63
3947;05.12.18;Fulham;Leicester;1;1;D;D Coote;23;25;9;13;7;5;12;7;10;8;0;0;0;0;3;3.5;2.45;3;3.4;2.35;2.95;3.45;2.35;2.9;3.4;2.4;3;3.5;2.5;38;3.06;2.97;3.6;3.43;2.52;2.41;35;1.85;1.79;2.1;2.03
3961;15.12.18;Crystal Palace;Leicester;1;0;H;M Oliver;11;8;9;12;1;2;10;8;4;4;2;1;0;0;2.62;3.2;3;2.55;3.2;2.9;2.6;3.1;2.95;2.62;3.1;2.88;2.7;3.13;3;36;2.72;2.64;3.2;3.12;3.05;2.92;34;2.45;2.34;1.65;1.6
3975;22.12.18;Chelsea;Leicester;0;1;A;L Probert;5;17;9;8;5;3;10;9;9;5;0;2;0;0;1.33;5.5;11;1.33;5;10;1.35;5.3;8;1.3;5.25;11;1.33;5.5;11;36;1.36;1.33;5.5;5.23;11.39;10.39;34;1.75;1.67;2.32;2.21
4003;01.01.19;Everton;Leicester;0;1;A;M Atkinson;8;17;9;8;2;4;5;8;6;5;3;1;0;0;2;3.5;4.2;2.05;3.4;3.75;2.05;3.4;3.7;2;3.4;3.9;2.05;3.4;4.1;36;2.06;2.01;3.6;3.46;4.2;3.94;34;2.04;1.97;1.91;1.85
4028;19.01.19;Wolves;Leicester;4;3;H;C Kavanagh;21;12;9;16;7;6;11;10;5;9;3;3;0;0;2.37;3.2;3.4;2.3;3.2;3.3;2.3;3.1;3.4;2.3;3.1;3.4;2.38;3.2;3.5;36;2.4;2.33;3.21;3.16;3.5;3.4;34;2.5;2.38;1.64;1.59
4038;30.01.19;Liverpool;Leicester;1;1;D;M Atkinson;4;10;9;5;3;2;13;6;7;1;1;3;0;0;1.22;7;15;1.22;6.5;13;1.22;6.5;12.5;1.22;6.5;13;1.25;6.5;15;36;1.26;1.23;7.1;6.41;15;13.41;34;1.54;1.51;2.75;2.55
4060;10.02.19;Tottenham;Leicester;3;1;H;M Oliver;3;12;9;20;5;9;11;4;2;9;3;1;0;0;1.7;3.9;5.5;1.65;3.9;5.25;1.67;3.9;5.1;1.7;3.75;5.5;1.7;3.9;5.5;34;1.73;1.69;4.03;3.81;5.75;5.32;33;1.9;1.81;2.1;2.02
4089;03.03.19;Watford;Leicester;2;1;H;J Moss;14;6;9;14;5;2;15;12;1;5;5;1;0;0;2.55;3.3;3;2.45;3.2;3;2.45;3.3;2.95;2.45;3.3;3;2.5;3.3;3.13;34;2.6;2.46;3.45;3.33;3.13;2.97;33;2.05;1.95;1.93;1.87
4101;16.03.19;Burnley;Leicester;1;2;A;M Oliver;7;13;9;9;2;4;9;10;9;3;1;1;0;1;3.1;3.4;2.45;3;3.3;2.4;3;3.25;2.4;3.1;3.3;2.35;3.2;3.3;2.45;35;3.2;3.06;3.43;3.31;2.52;2.42;34;2.1;2.01;1.89;1.82
4122;06.04.19;Huddersfield;Leicester;1;4;A;D Coote;16;10;9;18;4;9;13;11;8;5;3;0;0;0;5;4;1.72;5;3.8;1.7;5.5;3.9;1.63;5.25;3.7;1.7;5.4;3.75;1.75;35;5.5;5.02;4;3.8;1.77;1.73;33;2.1;2;1.89;1.83
4141;20.04.19;West Ham;Leicester;2;2;D;L Probert;13;11;9;11;3;5;8;9;6;8;2;0;0;0;3.3;3.5;2.3;3.1;3.4;2.3;3.1;3.4;2.3;3.1;3.4;2.3;3.2;3.5;2.3;34;3.3;3.13;3.55;3.45;2.4;2.3;33;1.76;1.71;2.23;2.14
4170;06.05.19;Man City;Leicester;1;0;H;M Dean;1;19;9;7;5;2;12;5;11;0;3;2;0;0;1.12;8.5;17;1.14;8.75;17;1.15;8;17;1.15;8;17;1.17;8.5;18;34;1.18;1.16;9.5;8.29;20;16.95;32;1.35;1.31;3.6;3.42
3820;20.08.18;Crystal Palace;Liverpool;0;2;A;M Oliver;11;8;4;16;2;6;6;13;6;7;1;1;1;0;7;5;1.44;6.75;4.75;1.44;7;4.5;1.45;6;4.75;1.44;7;5;1.45;41;7.35;6.79;5.11;4.83;1.49;1.44;37;1.59;1.55;2.6;2.43
3835;01.09.18;Leicester;Liverpool;1;2;A;P Tierney;9;12;4;10;5;4;9;12;4;4;3;2;0;0;7.5;5;1.44;6.5;4.75;1.45;6.5;4.3;1.5;7;4.75;1.4;7.5;5;1.45;39;8.03;7.32;5.1;4.76;1.5;1.43;37;1.7;1.65;2.33;2.25
3846;15.09.18;Tottenham;Liverpool;1;2;A;M Oliver;3;11;4;17;3;10;17;16;5;4;0;0;0;0;3;3.6;2.4;2.95;3.6;2.3;2.95;3.6;2.3;2.88;3.5;2.3;3.1;3.7;2.3;39;3.1;2.97;3.74;3.62;2.4;2.33;37;1.71;1.66;2.45;2.23
3862;29.09.18;Chelsea;Liverpool;1;1;D;A Marriner;5;10;4;13;4;6;7;9;4;4;0;2;0;0;2.8;3.6;2.54;2.85;3.5;2.4;2.85;3.3;2.5;2.8;3.5;2.45;2.8;3.6;2.55;40;2.92;2.81;3.65;3.52;2.62;2.49;38;1.7;1.64;2.35;2.25
3884;20.10.18;Huddersfield;Liverpool;0;1;A;M Oliver;16;13;4;11;1;2;9;6;2;4;0;2;0;0;11;5.5;1.33;11;5.25;1.3;10;5.3;1.3;11;5;1.32;13;5.5;1.3;38;13;11.1;5.5;5.18;1.35;1.31;36;1.9;1.82;2.15;2
3901;03.11.18;Arsenal;Liverpool;1;1;D;A Marriner;6;12;4;13;4;4;7;7;5;8;1;1;0;0;3.9;3.9;1.95;3.5;3.75;2;3.2;3.5;2.2;3.6;3.7;2;3.8;3.8;2;37;3.92;3.67;3.96;3.77;2.2;1.98;35;1.57;1.53;2.7;2.52
3926;24.11.18;Watford;Liverpool;0;3;A;J Moss;14;5;4;10;1;7;12;13;5;5;0;0;0;1;6.5;4.33;1.55;6;4.2;1.55;5.8;4.1;1.57;5.5;4.33;1.57;6.25;4.4;1.57;38;6.6;6.03;4.5;4.28;1.6;1.55;36;1.72;1.65;2.33;2.23
3945;05.12.18;Burnley;Liverpool;1;3;A;S Attwell;7;10;4;18;6;12;10;3;5;9;1;0;0;0;14;5.75;1.28;11.5;5.75;1.26;11;5.8;1.27;12;5.5;1.27;13;5.75;1.3;38;14;11.64;6.25;5.7;1.3;1.28;34;1.68;1.62;2.4;2.28
3952;08.12.18;Bournemouth;Liverpool;0;4;A;L Mason;12;8;4;10;2;4;9;11;6;6;2;1;0;0;5.75;4.5;1.6;5.5;4.33;1.57;5.5;3.8;1.65;5.8;4.33;1.55;6;4.5;1.57;38;6;5.53;4.57;4.33;1.68;1.59;32;1.67;1.61;2.4;2.32
3971;21.12.18;Wolves;Liverpool;0;2;A;C Pawson;21;11;4;15;5;6;7;3;1;10;0;0;0;0;7;4;1.57;6.5;3.9;1.57;6;4;1.57;6.5;3.9;1.55;6.5;4.1;1.6;36;7.2;6.61;4.15;3.97;1.62;1.58;34;2.05;1.96;1.92;1.86
4010;03.01.19;Man City;Liverpool;2;1;H;A Taylor;1;9;4;7;4;5;12;7;2;1;4;2;0;0;2.04;3.8;3.6;2.05;3.8;3.3;2.1;3.6;3.35;2;3.75;3.5;2.1;3.8;3.5;36;2.1;2.04;4;3.79;3.7;3.45;34;1.59;1.54;2.6;2.47
4011;12.01.19;Brighton;Liverpool;0;1;A;K Friend;15;7;4;10;0;3;15;5;2;7;0;0;0;0;11;6;1.3;10;5.5;1.3;8;5.3;1.35;10;5.5;1.3;10.5;5.5;1.33;37;11;10.09;6;5.39;1.35;1.32;36;1.78;1.72;2.25;2.13
4050;04.02.19;West Ham;Liverpool;1;1;D;K Friend;13;13;4;11;2;6;9;11;2;5;1;1;0;0;8;5.25;1.4;7.75;5.25;1.36;7.5;4.8;1.4;8;5;1.38;8.5;5.25;1.36;35;9.25;7.95;5.45;5.14;1.43;1.38;33;1.64;1.59;2.5;2.36
4069;24.02.19;Man United;Liverpool;0;0;D;M Oliver;2;6;4;7;3;1;15;17;3;7;1;3;0;0;3.1;3.5;2.37;3;3.4;2.35;2.95;3.4;2.4;3;3.5;2.3;3.2;3.5;2.38;34;3.2;3.06;3.63;3.48;2.4;2.34;33;1.85;1.79;2.12;2.03
4087;03.03.19;Everton;Liverpool;0;0;D;M Atkinson;8;7;4;10;3;3;12;10;3;7;1;2;0;0;6;4.2;1.61;5.5;4.1;1.6;5.4;3.95;1.63;5.8;3.9;1.62;6;4.1;1.62;34;6;5.64;4.2;3.98;1.67;1.63;33;1.95;1.89;2;1.93
4104;17.03.19;Fulham;Liverpool;1;2;A;C Pawson;23;7;4;16;2;6;11;7;1;10;2;1;0;0;12;7;1.25;10.5;6.5;1.25;11;6.1;1.25;13;6;1.24;15;6.5;1.25;35;15;11.67;7;6.31;1.28;1.25;34;1.52;1.48;2.76;2.62
4120;05.04.19;Southampton;Liverpool;1;3;A;P Tierney;17;11;4;17;1;5;8;7;7;5;2;4;0;0;9;5;1.4;8.5;4.75;1.4;7;4.5;1.45;8.5;4.8;1.36;9.5;5;1.36;34;10;8.68;5.2;4.89;1.45;1.39;33;1.76;1.71;2.25;2.15
4144;21.04.19;Cardiff;Liverpool;0;2;A;M Atkinson;22;7;4;17;2;6;6;5;5;10;1;1;0;0;17;7.5;1.2;16.5;6.25;1.2;13;7;1.2;15;6.5;1.2;17;7.5;1.2;35;18;14.94;7.5;6.66;1.23;1.21;33;1.57;1.53;2.65;2.48
4164;04.05.19;Newcastle;Liverpool;2;3;A;A Marriner;10;14;4;11;7;4;10;4;2;3;1;1;0;0;9.5;5.25;1.36;10;5;1.33;9.4;4.85;1.35;10;5;1.33;11;5;1.36;34;11;9.91;5.35;4.98;1.37;1.35;33;1.75;1.71;2.22;2.14
3808;12.08.18;Arsenal;Man City;0;2;A;M Oliver;6;9;1;17;3;8;11;14;2;9;2;2;0;0;4;3.8;1.95;3.7;3.75;1.95;3.6;3.6;2;3.8;3.8;1.91;3.9;4;1.91;39;4.15;3.83;4;3.8;2;1.92;36;1.6;1.55;2.55;2.42
3826;25.08.18;Wolves;Man City;1;1;D;M Atkinson;21;11;1;18;2;6;13;8;5;9;1;2;0;0;11;6.5;1.28;10;6.75;1.25;11;6.1;1.25;10;6;1.25;13;6.25;1.29;40;13;10.84;6.75;6.18;1.3;1.27;37;1.59;1.54;2.6;2.46
3853;22.09.18;Cardiff;Man City;0;5;A;M Oliver;22;2;1;21;2;10;6;4;1;9;1;1;0;0;23;8;1.16;17.5;8;1.15;15;6.5;1.2;17;7.5;1.15;20;8.5;1.17;40;23;18.84;9;7.85;1.2;1.16;32;1.5;1.45;2.88;2.7
3879;07.10.18;Liverpool;Man City;0;0;D;M Atkinson;4;7;1;6;2;2;10;10;2;6;1;3;0;0;2.54;3.6;2.8;2.5;3.6;2.7;2.5;3.3;2.85;2.5;3.5;2.75;2.55;3.6;2.8;35;2.63;2.52;3.7;3.54;2.88;2.77;33;1.67;1.62;2.4;2.29
3900;29.10.18;Tottenham;Man City;0;1;A;K Friend;3;4;1;13;1;6;13;13;3;6;2;2;0;0;4.75;4.1;1.75;4.33;4.1;1.75;4.3;3.8;1.8;4.4;4.2;1.73;4.8;4.1;1.73;38;4.8;4.51;4.35;4.1;1.8;1.72;32;1.62;1.58;2.55;2.36
3927;24.11.18;West Ham;Man City;0;4;A;A Marriner;13;9;1;9;1;6;6;3;8;1;0;0;0;0;13;6.5;1.25;10.5;6.25;1.26;10;6;1.27;10;6.5;1.25;13;6.5;1.25;38;13;11.55;6.75;6.3;1.27;1.25;33;1.46;1.43;3;2.78
3943;04.12.18;Watford;Man City;1;2;A;P Tierney;14;11;1;15;7;7;4;8;3;11;0;1;0;0;11;6;1.3;10.5;5.75;1.28;9.6;5.5;1.3;10;5.5;1.29;12;6;1.3;38;12;10.09;6.25;5.8;1.33;1.3;33;1.55;1.5;2.72;2.58
3955;08.12.18;Chelsea;Man City;2;0;H;M Oliver;5;8;1;14;5;4;12;11;1;13;2;0;0;0;4;3.8;1.95;3.9;3.7;1.91;4;3.6;1.9;3.8;3.7;1.95;3.9;3.8;2;38;4.2;3.85;3.8;3.67;2;1.95;35;1.75;1.69;2.26;2.17
