Match_ID;Date;HomeTeam;AwayTeam;Home Team Goals;Away Team Goals;Match Result;Referee;Home Team Shots;Away Team Shots;Home Team Shots on Target;Away Team Shots on Target;Home Fouls Committed;Away Fouls Committed;Home Corners;Away Cornners;Home Yellow Cards;Away Yellow Cards;Home Red Cards;Away Red Cards;B365 Home;B365 Draw;B365 Away;Bet&Win Home;Bet&Win Draw;Bet&Win Away;Interwetten Home;Iterwetten Draw;Interwetten Away;William Hill Home;William Hill Draw;William Hill Away;VC Bet Home;VC Bet Draw;VC Bet Away;Betbrain Numbers of bookmakers 1X2;Betbrain Maximum Home;Betbrain Average Home;Betbrain Maximum Draw;Betbrain Average Draw;Betbrain Maximum Away;Betbrain Average Away;Betbrain Numbers of bookmakers Goals;Betbrain Max > 2.5 Goals;Betbrain Average > 2.5 Goals;Betbrain Max < 2.5 Goals;Betbrain Average < 2.5 Goals
3431;19.08.2017;Bournemouth;Watford;0;2;A;R East;6;19;2;7;6;14;8;5;1;3;0;0;2;3.6;4;1.95;3.5;4;1.9;3.5;4.1;1.95;3.4;4;2;3.6;4;36;2.01;1.96;3.7;3.56;4.16;3.9;34;1.9;1.82;2.07;2.01
3432;19.08.2017;Burnley;West Brom;0;1;A;M Atkinson;20;8;0;1;11;11;5;5;1;0;0;1;2.63;3.2;3;2.55;3;3.1;2.4;3.2;3.05;2.4;3;3;2.6;3.13;3.13;36;2.72;2.56;3.2;3.1;3.13;3.02;32;2.57;2.46;1.58;1.54
3433;19.08.2017;Leicester;Brighton;2;0;H;L Probert;14;5;4;2;8;10;6;2;1;0;0;0;1.73;3.8;5.5;1.75;3.6;5;1.75;3.6;4.8;1.73;3.3;5.5;1.73;3.8;5.4;35;1.78;1.73;3.85;3.7;5.5;5.06;33;2.02;1.96;1.91;1.86
3434;19.08.2017;Liverpool;Crystal Palace;1;0;H;K Friend;23;4;13;1;12;13;4;2;1;3;0;0;1.36;5.25;9.5;1.34;5.25;9;1.35;5.3;8;1.33;4.5;9;1.36;5.25;9;36;1.4;1.37;5.4;5.02;10;8.86;32;1.6;1.57;2.52;2.4
3435;19.08.2017;Southampton;West Ham;3;2;H;L Mason;14;16;5;8;18;10;7;2;1;1;0;1;1.75;3.8;5.25;1.7;3.8;5;1.75;3.6;4.8;1.7;3.6;4.5;1.73;3.8;5.25;36;1.78;1.73;3.96;3.74;5.43;4.96;34;1.9;1.84;2.07;1.98
3436;19.08.2017;Stoke;Arsenal;1;0;H;A Marriner;11;18;4;6;6;11;2;9;0;0;0;0;4.5;3.8;1.85;4.5;3.75;1.78;4.8;3.6;1.75;4.5;3.5;1.8;4.6;3.8;1.83;35;4.8;4.41;3.85;3.69;1.89;1.83;32;1.87;1.8;2.1;2.03
3437;19.08.2017;Swansea;Man United;0;4;A;J Moss;6;17;1;8;12;11;3;5;1;1;0;0;11;5;1.36;9.25;4.75;1.36;7.5;4.8;1.4;10;4.5;1.36;12;5;1.33;36;12.01;10.48;5.33;4.89;1.4;1.35;34;1.97;1.9;2;1.93
3438;20.08.2017;Huddersfield;Newcastle;1;0;H;C Pawson;7;13;3;5;13;10;7;3;3;4;0;0;2.5;3.25;3.2;2.4;3.25;3.1;2.3;3.3;3.15;2.5;3.1;3;2.38;3.25;3.25;36;2.51;2.42;3.31;3.2;3.25;3.12;33;2.26;2.22;1.72;1.67
3439;20.08.2017;Tottenham;Chelsea;1;2;A;A Taylor;18;9;6;2;14;21;14;3;3;3;0;0;2.1;3.6;3.75;2;3.5;3.75;2.1;3.4;3.5;2.1;3.3;3.6;2.05;3.4;3.5;36;2.12;2.07;3.65;3.46;3.85;3.65;34;1.98;1.9;1.99;1.92
3440;21.08.2017;Man City;Everton;1;1;D;R Madley;19;7;6;2;7;9;7;1;1;2;1;1;1.33;5.75;10;1.33;5.25;9.25;1.35;5.3;8;1.33;5;9;1.3;5.75;9.5;34;1.36;1.31;5.88;5.48;11.27;10.04;30;1.66;1.61;2.5;2.33
3441;26.08.2017;Bournemouth;Man City;1;2;A;M Dean;9;19;3;8;13;14;2;5;5;4;0;1;11;6;1.3;9.25;5.25;1.33;9;6;1.3;9;5;1.33;11;6;1.3;35;11.14;9.8;6;5.58;1.35;1.32;31;1.53;1.49;2.7;2.59
3442;26.08.2017;Crystal Palace;Swansea;0;2;A;A Marriner;16;7;3;3;9;6;1;1;4;1;0;0;1.95;3.5;4.33;1.9;3.5;4.2;1.9;3.5;4.1;1.95;3.25;4.2;1.95;3.5;4.4;35;2.02;1.95;3.51;3.42;4.41;4.22;34;2.22;2.15;1.75;1.71
3443;26.08.2017;Huddersfield;Southampton;0;0;D;S Attwell;16;6;6;3;10;10;5;4;0;1;0;0;3.9;3.4;2.1;3.9;3.2;2.1;3.15;3.3;2.3;3.8;3.1;2.1;4;3.3;2.1;35;4.01;3.8;3.45;3.32;2.3;2.09;33;2.27;2.19;1.72;1.68
3444;26.08.2017;Man United;Leicester;2;0;H;M Oliver;22;11;7;4;8;7;9;3;1;2;0;0;1.33;5.5;11;1.34;5;9.75;1.25;6;11;1.33;5;9;1.33;5.5;10.5;35;1.35;1.33;6;5.32;11.31;9.97;33;1.71;1.65;2.33;2.25
3445;26.08.2017;Newcastle;West Ham;3;0;H;N Swarbrick;16;8;8;3;17;11;7;5;1;3;0;0;2.3;3.4;3.4;2.25;3.25;3.4;2.3;3.3;3.15;2.3;3.2;3.2;2.3;3.4;3.4;35;2.45;2.3;3.45;3.34;3.4;3.26;33;2;1.94;1.93;1.88
3446;26.08.2017;Watford;Brighton;0;0;D;G Scott;8;16;0;2;7;18;3;11;0;1;1;0;1.91;3.4;4;1.9;3.5;4.25;1.85;3.5;4.3;1.95;3.25;4.2;2;3.4;4.33;35;2.01;1.95;3.5;3.37;4.55;4.26;33;2.31;2.21;1.72;1.67
3447;27.08.2017;Chelsea;Everton;2;0;H;J Moss;18;7;7;0;12;7;6;3;2;2;0;0;1.45;4.5;8.5;1.42;4.6;8;1.45;4.5;7;1.44;4.2;8;1.45;4.5;8;34;1.48;1.45;4.6;4.44;8.5;7.91;32;1.98;1.92;1.98;1.9
3448;27.08.2017;Liverpool;Arsenal;4;0;H;C Pawson;18;8;10;0;6;9;4;3;2;4;0;0;2.15;3.7;3.5;2.15;3.4;3.4;2.1;3.4;3.5;2.2;3.25;3.4;2.2;3.7;3.3;35;2.21;2.14;3.8;3.6;3.55;3.36;32;1.62;1.58;2.53;2.38
3449;27.08.2017;Tottenham;Burnley;1;1;D;L Mason;28;13;5;3;9;9;10;7;0;0;0;0;1.25;6.5;15;1.22;6.5;12.5;1.27;6;10;1.25;5.5;13;1.25;6;15;35;1.27;1.24;6.55;6.16;15;13.33;34;1.7;1.66;2.32;2.23
3450;27.08.2017;West Brom;Stoke;1;1;D;A Taylor;10;16;2;2;10;9;10;4;2;2;0;0;2.4;3.1;3.5;2.35;3.1;3.3;2.3;3.3;3.15;2.4;3;3.2;2.45;3.1;3.4;35;2.45;2.37;3.3;3.08;3.56;3.36;31;2.71;2.59;1.53;1.5
3451;09.09.2017;Arsenal;Bournemouth;3;0;H;A Taylor;17;7;9;2;14;10;10;3;0;1;0;0;1.36;5.5;9;1.36;5.25;8;1.33;5.5;8.5;1.36;5;8;1.36;5.5;9;34;1.39;1.36;5.8;5.36;9;8.22;25;1.45;1.4;3;2.89
3452;09.09.2017;Brighton;West Brom;3;1;H;C Kavanagh;12;12;6;3;9;4;2;6;2;0;0;0;2.7;3.1;3;2.6;3;3;2.65;3.3;2.65;2.62;2.9;3;2.7;3;3.13;34;2.76;2.63;3.3;3.01;3.2;3.01;30;2.75;2.6;1.53;1.49
3453;09.09.2017;Everton;Tottenham;0;3;A;G Scott;12;15;1;6;14;14;7;3;3;1;0;0;3.8;3.5;2.1;3.6;3.4;2.1;3.5;3.4;2.1;3.5;3.25;2.15;3.8;3.5;2.1;34;3.94;3.69;3.5;3.4;2.15;2.09;33;2.1;2.04;1.86;1.79
3454;09.09.2017;Leicester;Chelsea;1;2;A;L Mason;8;16;2;6;11;8;2;9;1;0;0;0;4.75;3.9;1.8;4.6;3.8;1.75;4.5;3.6;1.8;4.33;3.6;1.8;4.6;3.8;1.83;34;4.75;4.51;3.93;3.73;1.84;1.8;33;1.92;1.86;2.01;1.96
3455;09.09.2017;Man City;Liverpool;5;0;H;J Moss;13;10;7;3;10;9;8;3;2;2;0;1;1.85;4;4.2;1.85;3.8;4;2;3.4;3.8;1.85;3.75;4;1.83;4;4.33;34;2;1.87;4;3.82;4.33;4.03;29;1.56;1.53;2.63;2.51
3456;09.09.2017;Southampton;Watford;0;2;A;L Probert;9;12;1;3;8;11;7;4;0;0;0;0;1.65;4;6;1.65;3.8;5.5;1.65;3.8;5.3;1.67;3.6;5.5;1.65;4;6;34;1.72;1.66;4.05;3.86;6;5.56;32;2.03;1.97;1.92;1.85
3457;09.09.2017;Stoke;Man United;2;2;D;N Swarbrick;10;18;5;8;10;10;5;11;0;0;0;0;7.5;4.5;1.5;6.5;4.33;1.5;6.2;4;1.55;7;4;1.5;7.5;4.4;1.5;34;7.51;7.02;4.65;4.27;1.55;1.5;33;1.95;1.88;2;1.94
3458;10.09.2017;Burnley;Crystal Palace;1;0;H;M Oliver;4;23;2;5;7;14;3;13;1;1;0;0;2.3;3.25;3.5;2.3;3.2;3.3;2.5;3.3;2.85;2.38;3.1;3.2;2.38;3.2;3.4;34;2.5;2.33;3.3;3.19;3.51;3.32;31;2.42;2.35;1.65;1.59
3459;10.09.2017;Swansea;Newcastle;0;1;A;M Jones;10;16;4;8;11;15;7;5;2;3;0;0;2.4;3.25;3.3;2.4;3.1;3.2;2.2;3.35;3.3;2.38;3.1;3.2;2.38;3.25;3.3;34;2.5;2.38;3.35;3.2;3.35;3.21;32;2.28;2.17;1.75;1.7
3460;11.09.2017;West Ham;Huddersfield;2;0;H;K Friend;19;10;3;2;11;14;10;3;1;2;0;0;1.95;3.5;4.5;1.83;3.5;4.5;2;3.4;3.8;1.85;3.5;4.33;1.93;3.5;4.4;33;2;1.92;3.6;3.46;4.65;4.27;32;2.05;1.99;1.88;1.83
3461;15.09.2017;Bournemouth;Brighton;2;1;H;C Pawson;15;9;3;2;5;12;6;4;0;0;0;0;2.15;3.4;3.8;2.1;3.3;3.7;2.2;3.35;3.3;2.1;3.3;3.8;2.15;3.4;3.75;36;2.2;2.14;3.44;3.34;3.95;3.66;35;2.14;2.06;1.86;1.77
3462;16.09.2017;Crystal Palace;Southampton;0;1;A;R Madley;14;13;3;4;14;13;5;5;5;1;0;0;3;3.3;2.6;2.95;3.25;2.5;2.85;3.3;2.5;2.8;3.1;2.6;3;3.25;2.6;36;3.05;2.95;3.35;3.21;2.67;2.54;35;2.45;2.3;1.67;1.62
3463;16.09.2017;Huddersfield;Leicester;1;1;D;J Moss;15;10;3;1;6;6;8;4;1;1;0;0;3.5;3.4;2.25;3.2;3.25;2.3;2.85;3.3;2.5;3.3;3.3;2.2;3.5;3.4;2.25;36;3.5;3.31;3.45;3.33;2.5;2.27;35;2.12;2.05;1.83;1.77
3464;16.09.2017;Liverpool;Burnley;1;1;D;R East;35;5;9;4;7;9;12;2;1;2;0;0;1.29;6;13;1.26;5.75;12;1.3;5.5;9.5;1.29;5;12;1.25;6;13;36;1.3;1.26;6.4;5.89;13.45;11.99;33;1.62;1.55;2.62;2.44
3465;16.09.2017;Newcastle;Stoke;2;1;H;S Attwell;14;13;3;4;13;11;7;5;3;1;0;0;2.38;3.25;3.4;2.35;3.25;3.2;2.3;3.3;3.15;2.3;3.1;3.3;2.38;3.25;3.4;36;2.43;2.34;3.3;3.21;3.5;3.28;35;2.26;2.17;1.75;1.69
3466;16.09.2017;Tottenham;Swansea;0;0;D;M Dean;26;4;8;0;11;9;11;1;1;3;0;0;1.22;7;15;1.22;6.5;12.5;1.27;5.8;10.5;1.22;6;13;1.22;7;15;36;1.27;1.23;7;6.38;15;13.26;33;1.6;1.54;2.51;2.46
3467;16.09.2017;Watford;Man City;0;6;A;A Taylor;7;28;1;10;8;6;3;11;2;0;0;0;9;6;1.33;9.25;5.25;1.33;8;5.3;1.35;8;5.5;1.33;9.5;5.5;1.33;36;10;8.75;6;5.36;1.37;1.34;32;1.53;1.5;2.74;2.57
3468;16.09.2017;West Brom;West Ham;0;0;D;P Tierney;6;9;1;1;15;7;2;3;2;2;0;0;2.38;3.25;3.4;2.3;3.2;3.25;2.3;3.3;3.15;2.3;3.1;3.3;2.38;3.25;3.4;36;2.45;2.33;3.35;3.22;3.5;3.29;35;2.25;2.2;1.78;1.68
3469;17.09.2017;Chelsea;Arsenal;0;0;D;M Oliver;13;11;4;2;11;15;5;1;1;3;1;0;1.8;4;4.5;1.75;4;4.4;1.85;3.5;4.3;1.8;3.5;4.5;1.8;4;4.5;36;1.85;1.8;4.02;3.85;4.85;4.37;33;1.68;1.62;2.4;2.3
3470;17.09.2017;Man United;Everton;4;0;H;A Marriner;16;7;7;3;15;14;4;1;1;1;0;0;1.36;5.25;10;1.34;5;10;1.35;5.3;8;1.33;4.5;11;1.33;5.25;12;36;1.36;1.34;5.5;5.09;12;10.03;35;1.82;1.76;2.12;2.07
3471;23.09.2017;Burnley;Huddersfield;0;0;D;C Kavanagh;5;9;3;2;9;13;3;4;3;2;0;0;2.15;3.25;3.9;2.15;3.1;3.75;2.2;3.25;3.4;2.1;3.1;3.8;2.2;3.25;3.8;40;2.22;2.17;3.35;3.19;3.9;3.71;35;2.5;2.4;1.62;1.57
3472;23.09.2017;Everton;Bournemouth;2;1;H;M Atkinson;12;8;4;4;12;11;4;6;3;1;0;0;1.65;4;5.75;1.65;3.75;5.5;1.65;3.8;5.3;1.67;3.6;5.5;1.67;4;5.75;39;1.72;1.68;4;3.83;5.75;5.34;36;1.93;1.85;2.04;1.96
3473;23.09.2017;Leicester;Liverpool;2;3;A;A Taylor;12;23;7;6;13;14;3;6;3;3;0;0;4.1;3.9;1.91;4;3.75;1.87;3.8;3.4;2;4;3.5;1.91;4.3;3.9;1.87;40;4.3;4.07;4;3.74;2;1.89;36;1.75;1.69;2.31;2.18
3474;23.09.2017;Man City;Crystal Palace;5;0;H;N Swarbrick;25;5;9;0;6;7;8;2;3;1;0;0;1.14;10;21;1.15;8.5;15;1.15;7.5;18;1.14;7.5;21;1.13;10;22;40;1.16;1.14;10;8.84;23;19.23;31;1.38;1.36;3.4;3.13
3475;23.09.2017;Southampton;Man United;0;1;A;C Pawson;14;9;4;4;12;9;8;4;1;4;0;0;5.5;3.8;1.73;5.25;3.7;1.7;4.8;3.6;1.75;5;3.6;1.73;5.4;3.8;1.73;40;5.5;5.08;3.85;3.69;1.77;1.73;36;2.13;2.03;1.85;1.78
3476;23.09.2017;Stoke;Chelsea;0;4;A;M Dean;13;7;2;4;5;14;5;0;2;2;0;0;6;4.1;1.62;5.75;4;1.6;5.7;3.9;1.6;6;3.6;1.62;5.75;4.1;1.62;40;6.1;5.66;4.25;4.04;1.67;1.61;38;1.83;1.78;2.14;2.05
3477;23.09.2017;Swansea;Watford;1;2;A;L Mason;10;8;3;4;9;16;5;4;1;3;0;0;2.4;3.3;3.25;2.35;3.2;3.2;2.2;3.35;3.3;2.3;3.2;3.2;2.38;3.3;3.3;40;2.45;2.36;3.4;3.26;3.3;3.17;36;2.19;2.09;1.8;1.75
3478;23.09.2017;West Ham;Tottenham;2;3;A;M Oliver;10;15;4;5;10;20;4;3;4;2;0;1;6;4.33;1.6;5.5;4.1;1.6;4.9;3.8;1.7;5.5;4;1.6;6;4.3;1.6;40;6;5.6;4.36;4.15;1.7;1.6;37;1.75;1.69;2.26;2.18
3479;24.09.2017;Brighton;Newcastle;1;0;H;A Marriner;7;17;3;5;6;8;2;8;2;1;0;0;2.8;3.1;2.9;2.7;3.1;2.8;2.65;3.3;2.65;2.7;3.1;2.7;2.75;3.13;2.9;40;2.85;2.7;3.3;3.1;2.96;2.83;36;2.55;2.4;1.62;1.57
3480;25.09.2017;Arsenal;West Brom;2;0;H;R Madley;16;7;6;3;8;17;7;4;1;4;0;0;1.33;5.5;11;1.34;5.25;8.75;1.33;5.3;8.7;1.33;5;9;1.33;5.4;10.5;39;1.38;1.34;5.65;5.22;11;9.49;35;1.73;1.64;2.35;2.25
3481;30.09.2017;Bournemouth;Leicester;0;0;D;G Scott;19;8;4;1;6;10;7;5;1;0;0;0;2.8;3.25;2.5;2.7;3.3;2.5;2.65;3.3;2.65;2.75;3.4;2.5;2.8;3.5;2.6;38;2.9;2.78;3.5;3.36;2.68;2.53;34;1.88;1.81;2.07;2.01
3482;30.09.2017;Chelsea;Man City;0;1;A;M Atkinson;4;17;2;6;8;13;4;8;0;2;0;0;2.75;3.3;2.5;2.75;3.5;2.5;2.65;3.3;2.65;2.8;3.3;2.5;2.8;3.5;2.45;38;2.91;2.78;3.63;3.44;2.69;2.49;34;1.75;1.7;2.25;2.15
3483;30.09.2017;Huddersfield;Tottenham;0;4;A;N Swarbrick;6;14;1;7;7;4;4;7;1;1;0;0;8.5;4.75;1.36;8;4.75;1.36;7;4.5;1.45;8;4.5;1.4;9;4.8;1.4;39;9.54;8.47;5.05;4.7;1.45;1.39;34;1.79;1.74;2.2;2.1
3484;30.09.2017;Man United;Crystal Palace;4;0;H;M Dean;18;6;7;1;6;9;6;5;0;0;0;0;1.17;7;15;1.15;7;16.5;1.17;7.5;15;1.17;7;17;1.18;7.5;22;38;1.19;1.17;8.03;7.29;23;17.9;33;1.62;1.58;2.45;2.36
3485;30.09.2017;Stoke;Southampton;2;1;H;M Jones;17;21;6;3;11;10;5;6;1;2;0;0;2.88;3.2;2.45;2.8;3.2;2.5;2.7;3.15;2.7;2.9;3.2;2.5;2.88;3.3;2.6;38;3.06;2.9;3.38;3.22;2.73;2.51;34;2.25;2.17;1.78;1.69
3486;30.09.2017;West Brom;Watford;2;2;D;M Oliver;9;15;4;3;12;11;7;6;3;0;0;0;2.15;3.2;3.5;2.15;3.1;3.5;2.25;3.35;3.2;2.25;3.1;3.4;2.25;3.2;3.7;38;2.35;2.24;3.35;3.14;3.7;3.49;33;2.55;2.44;1.58;1.55
3487;30.09.2017;West Ham;Swansea;1;0;H;R East;9;6;4;1;15;13;2;1;3;2;0;0;1.8;3.5;4.5;1.8;3.4;4.5;1.9;3.5;4.1;1.83;3.5;4.33;1.9;3.5;4.6;38;1.91;1.86;3.6;3.46;4.9;4.47;34;2.08;2.01;1.86;1.81
3488;01.10.2017;Arsenal;Brighton;2;0;H;K Friend;25;9;12;1;7;8;6;5;0;2;0;0;1.2;6.5;13;1.22;6;12;1.25;6.5;10;1.22;6;13;1.25;6.5;12;38;1.27;1.24;6.65;6.16;14;12.23;33;1.63;1.55;2.62;2.43
3489;01.10.2017;Everton;Burnley;0;1;A;J Moss;23;5;4;2;14;7;9;3;2;2;0;0;1.67;3.6;5.75;1.62;3.7;5.5;1.7;3.7;5;1.62;3.6;6;1.67;3.75;6;37;1.7;1.65;3.9;3.71;6.2;5.74;33;2.18;2.08;1.8;1.75
3490;01.10.2017;Newcastle;Liverpool;1;1;D;C Pawson;8;17;5;2;11;6;1;5;1;1;0;0;5;3.8;1.67;5;4;1.67;4.6;3.75;1.75;5;3.75;1.7;5.2;4;1.7;38;5.2;4.82;4.17;3.9;1.77;1.71;34;1.73;1.68;2.3;2.18
3491;14.10.2017;Burnley;West Ham;1;1;D;S Attwell;20;8;5;6;11;14;7;4;2;2;0;1;2.75;3.25;2.8;2.65;3.25;2.75;2.6;3.3;2.7;2.6;3.2;2.88;2.75;3.25;2.8;33;2.81;2.67;3.3;3.18;2.89;2.78;30;2.34;2.22;1.71;1.65
3492;14.10.2017;Crystal Palace;Chelsea;2;1;H;A Marriner;14;15;5;5;7;6;5;8;2;1;0;0;9;5;1.4;9;5;1.36;7.5;4.8;1.4;9.5;4.8;1.36;8.5;4.6;1.44;34;9.5;8.46;5;4.67;1.45;1.4;29;1.87;1.81;2.05;1.99
3493;14.10.2017;Liverpool;Man United;0;0;D;M Atkinson;19;6;5;1;7;13;7;3;0;2;0;0;2.8;3.25;2.8;2.7;3.3;2.65;2.65;3.3;2.65;2.75;3.2;2.75;2.75;3.4;2.7;34;2.87;2.71;3.4;3.26;2.8;2.7;30;1.99;1.9;1.98;1.91
3494;14.10.2017;Man City;Stoke;7;2;H;C Pawson;20;5;11;1;5;8;5;0;0;1;0;0;1.14;9.5;21;1.14;9;16;1.17;7.5;15;1.14;8.5;21;1.14;9.5;17;34;1.17;1.14;9.5;8.69;23;18.5;28;1.36;1.31;3.6;3.39
3495;14.10.2017;Swansea;Huddersfield;2;0;H;P Tierney;7;7;3;2;12;16;5;3;1;5;0;0;2.2;3.25;3.75;2.15;3.1;3.8;2.1;3.4;3.5;2.15;3.2;3.8;2.2;3.2;3.9;33;2.21;2.15;3.4;3.13;4.1;3.78;30;2.69;2.52;1.55;1.51
3496;14.10.2017;Tottenham;Bournemouth;1;0;H;R Madley;18;5;6;1;9;7;9;5;1;3;0;0;1.2;8;15;1.19;7.25;14;1.25;6;11;1.2;7.5;13;1.22;7.5;13;34;1.25;1.2;8;7.1;16;13.4;28;1.44;1.38;3.1;2.96
3497;14.10.2017;Watford;Arsenal;2;1;H;N Swarbrick;11;9;2;6;8;10;2;5;1;0;0;0;5.25;4.33;1.65;5.25;4.1;1.62;4.6;3.7;1.75;5.5;4.2;1.62;5.5;4.4;1.62;34;5.65;5.17;4.4;4.18;1.75;1.63;29;1.61;1.55;2.55;2.41
3498;15.10.2017;Brighton;Everton;1;1;D;M Oliver;12;13;3;6;12;10;7;1;4;1;0;0;3.25;3.3;2.4;3.2;3.2;2.35;2.95;3.3;2.4;3.25;3.2;2.38;3.3;3.1;2.5;33;3.3;3.19;3.3;3.14;2.53;2.41;28;2.6;2.43;1.61;1.55
3499;15.10.2017;Southampton;Newcastle;2;2;D;K Friend;12;19;2;5;11;12;3;8;1;2;0;0;1.91;3.6;4.5;1.85;3.5;4.5;1.8;3.6;4.5;1.85;3.6;4.5;1.87;3.5;4.75;34;1.91;1.85;3.6;3.49;4.9;4.5;30;2.21;2.11;1.78;1.72
3500;16.10.2017;Leicester;West Brom;1;1;D;M Dean;11;5;3;1;13;6;4;1;2;2;0;0;2.05;3.4;4.2;2;3.3;4.1;1.9;3.5;4.1;2;3.4;4;2.05;3.4;4;33;2.13;2.01;3.5;3.32;4.3;3.99;28;2.18;2.1;1.82;1.73
3501;20.10.2017;West Ham;Brighton;0;3;A;M Atkinson;16;7;2;5;5;13;10;3;1;0;0;0;1.83;3.5;5.25;1.8;3.5;4.75;1.85;3.5;4.3;1.83;3.3;5;1.83;3.5;5.2;36;1.87;1.82;3.55;3.42;5.43;4.96;32;2.36;2.24;1.71;1.65
3502;21.10.2017;Chelsea;Watford;4;2;H;J Moss;14;16;8;5;13;16;6;6;2;3;0;0;1.36;5.25;10;1.35;5;9.25;1.35;5.3;8;1.36;5;9;1.36;5.25;9.5;36;1.4;1.36;5.5;5.02;10;8.7;31;1.67;1.6;2.45;2.32
3503;21.10.2017;Huddersfield;Man United;2;1;H;L Mason;5;9;3;3;10;12;4;7;4;2;0;0;11;5;1.36;9.5;5.25;1.33;8;5.3;1.35;11;5;1.33;10;5;1.36;36;11.73;10.29;5.3;4.87;1.37;1.34;35;2.07;1.95;1.92;1.86
3504;21.10.2017;Man City;Burnley;3;0;H;R East;15;6;10;0;10;6;4;5;2;3;0;0;1.11;12;26;1.09;11;26;1.15;7.5;18;1.11;9;26;1.11;11.5;22;36;1.15;1.1;12.4;10.5;31;23.54;30;1.3;1.27;3.9;3.66
